Title,Summary,Date
مصرف بنزین در میانه زمستان رکورد زد,درحالی که ابتدای اسفندماه، متوسط مصرف روزانه بنزین کشور ۱۱۵ میلیون لیتر بود، به‌گفته وزیر نفت، در روزهای اخیر، این رقم به بیش از ۱۳۲ میلیون لیتر افزایش یافته است.,1402/12/07
خبر جدید از کارت به کارت بنزین,نایب رئیس کمیسیون انرژی مجلس گفت: تاکنون کمیسیون تلفیق درباره افزایش قیمت بنزین، نحوه توزیع آن و نیز تغییر نحوه مدل توزیع سهمیه‌ بندی بنزین مصوبه‌ای نداشته و اساسا بعید است جمع‌بندی نهایی کمیسیون به این سمت رود که یارانه بنزین به جای پلاک خودرو به خانوار داده شود.,1402/12/07
قیمت نفت بار دیگر کاهش یافت,قیمت هر بشکه نفت برنت دریای شمال امروز با ۳۱ سنت معادل ۰.۳۸ درصد کاهش به ۸۱ دلار و ۳۱ سنت رسید.,1402/12/07
۴ میلیارد دلار بنزین و گازوئیل وارد کردیم,رییس اتحادیه انجمن‌های علمی انرژی از واردات ۴ میلیارد دلاری بنزین و گازوئیل خبر داد و گفت: مقام معظم رهبری به‌درستی ابراز نارضایتی کردند.,1402/12/06
پایداری شبکه برق با وجود بارش برف,مدیرعامل شرکت مدیریت تولید، انتقال و توزیع نیروی برق ایران (توانیر) گفت: شبکه برق با وجود بارش سنگین برف در برخی مناطق پایدار است.,1402/12/06
بارش برف مصرف گاز را بیشتر کرد,مدیر مرکز راهبردی کنترل گاز کشور با اشاره به ورود سامانه بارشی جدید به کشور و برودت و سرمای بعد از آن گفت: پیش بینی می‌شود مصرف روزانه گاز کشور در روزهای آتی به ۶۵۰ میلیون متر مکعب برسد و شاهد افزایش مصرف گاز باشیم.,1402/12/06
درخشش نفت متوقف شد,قیمت نفت پس از این که یک سیاستگذار بانک مرکزی آمریکا اعلام کرد کاهش نرخ بهره به مدت دو ماه دیگر به تعویق افتاده است، در معاملات روز جمعه، حدود ۳ درصد سقوط کرد و کاهش هفتگی یافت.,1402/12/06
تعامل جامعه مهندسین ایرانی با مجامع جهانی نیاز صنعت الکترونیک ایران,مجامع علمی جهانی و ارتباط متخصصان و دانشجویان با این مجامع، نقش مهمی در به‌روزنگه‌داشتن جامعه‌ی علمی کشور دارد، بلکه صنعت نیز متاثر از این ارتباط است. اما متاسفانه در سال‌های اخیر شاهدیم عضویت و ارتباط با این مجامع صرفا هدفی برای ایجاد ردپایی برای مهاجرت پیدا کرده و دانشجویان و متخصصان ایرانی، صرفا نگاه ابزاری به این مجامع دارند.,1402/12/05
سقوط قیمت نفت در بازار جهانی,قیمت هر بشکه نفت برنت دریای شمال امروز با ۲ دلار و ۵ سنت معادل ۲.۴۵ درصد کاهش به ۸۱ دلار و ۶۲ سنت رسید.,1402/12/05
قیمت نفت عقب‌نشینی کرد,قیمت هر بشکه نفت برنت دریای شمال امروز با ۳۵ سنت معادل ۰.۴۲ درصد کاهش به ۸۳ دلار و ۳۲ سنت رسید.,1402/12/04
تقاضای جهانی برای نفت رکورد جدید زد,تقاضای جهانی برای نفت در دسامبر نسبت به نوامبر، بیش از ۵۰۰ هزار بشکه در روز افزایش یافت که هشتمین رکورد ماهانه در سال ۲۰۲۳ بوده است.,1402/12/04
گاز ۱۰ هزار ویلا قطع شد,مدیرعامل شرکت گاز مازندران گفت: از آذر ماه امسال تاکنون گاز بیش از ۱۰هزار ویلای خالی از سکنه قطع شده است.,1402/12/03
منتظر کارت‌های سوخت جدید باشید,مدیرعامل شرکت ملی پخش فرآورده‌های نفتی گفت: شرکت ملی پخش فرآورده‌های نفتی برای توزیع سوخت نوروزی و توزیع کارت آزاد به‌اندازه کافی در جایگاه‌های عرضه سوخت آمادگی کامل دارد.,1402/12/03
تداوم افزایش قیمت طلای سیاه,قیمت نفت در معاملات روز پنج شنبه بازار آسیا، اندکی افزایش یافت و رشد روز گذشته را که تحت تاثیر نشانه های کمبود عرضه حاصل شد، حفظ کرد.,1402/12/03
خاندوزی: بنزین گران نمی‌شود,وزیر اقتصاد ضمن اعلام اینکه سال آینده تورم قطعا کمتر از امسال خواهد بود، گفت: دولت هیچ برنامه‌ای برای افزایش قیمت بنزین در سال آینده ندارد اما برنامه‌های غیرقیمتی برای کنترل ناترازی در بخش انرژی خواهد داشت.,1402/12/02
تعرفه برق گران می‌شود؟,مدیر عامل شرکت مدیریت تولید، انتقال و توزیع نیروی برق ایران گفت: امسال افزایش تعرفه برق نداریم، اما مشترکان باید مراقب استفاده از وسایل پر مصرف باشند.,1402/12/02
سهمیه بنزین عید چقدر است؟ ,با نزدیک شدن به نوروز ۱۴۰۳ باردیگر بحث اختصاص سهمیه نوروزی بنزین داغ شده است. مدیرعامل شرکت ملی پخش فرآورده‌های نفتی نیز از برنامه‌ها برای عرضه بنزین نوروزی خبر داده است.,1402/12/02
کارت سوخت آزاد افزایش می‌یابد,سخنگوی صنف جایگاه داران سوخت به افزایش کارت‌های آزاد در ایام نوروز اشاره کرد و گفت: به تناسب جایگاه‌ها و میزان عرضه بنزین، تعداد کارت‌های آزاد حدود ۲۰ الی ۴۰ درصد، افزایش می‌یابد.,1402/12/02
سلبریتی‌های فضای مجازی مالیات می‌دهند,رییس سازمان امور مالیاتی گفت: مالیات از سلبریتی‌ها و افراد مشهوری که دنبال کننده زیادی دارند و در فضای مجازی درآمد بسیاری کسب می کنند قطعا اخذ خواهد شد.,1402/12/02
قیمت نفت افزایش یافت,قیمت هر بشکه نفت برنت دریای شمال امروز با ۳۴ سنت معادل ۰.۴۱ درصد افزایش و ۸۲ دلار و ۶۸ سنت رسید.,1402/12/02
توزیع کارت سوخت آزاد در جایگاه‌ها برای نوروز,مدیرعامل شرکت ملی پخش فرآورده‌های نفتی، گفت: کارت‌های آزاد بنزین در همه کلانشهرها و شهرهای بزرگ به مقدار کافی موجود است و تعدادی کارت آزاد جدید نیز تولید و در جایگاه‌های کشور توزیع شده است.,1402/12/02
توزیع کارت سوخت آزاد برای نوروز, مدیرعامل شرکت ملی پخش فرآورده‌های نفتی با اشاره به آمادگی برای توزیع سوخت نوروزی و توزیع کارت آزاد به اندازه کافی در جایگاه‌های عرضه سوخت گفت: پیش‌بینی می‌کنیم مصرف بنزین روزانه کشور در این ایام ۱۰ تا ۱۲ درصد افزایش یابد.,1402/12/01
خبر مهم معاون وزیر نفت درباره واردات بنزین,"معاون وزیر نفت با بیان اینکه ""درحال حاضر تولید و مصرف بنزین کشور سربه‌سر و معادل هم است""، گفت: برای تعیین میزان واردات بنزین باید ببینیم شرایط آینده به چه صورت است.",1402/12/01
کارتخوان‌های ایرانی سامانه سوخت رونمایی شد,مدیر سامانه هوشمند سوخت گفت: پس از یکسال تلاش، نزدیک به یک‌ماه هست که در دو جایگاه به صورت پایلوت در مدار هستند و تست آزمایشی کارتخوان‌های تولید داخل با موفقیت انجام شده است.,1402/12/01
اجرای طرح جدید سهمیه بنزین در این ۲ استان آغاز شد,مدیرعامل شرکت ملی پخش فرآورده‌های نفتی گفت: در زمینه سهمیه بنزین ۶۰ لیتر مردم تغییری حاصل نشده و بنزین با نرخ آزاد نیز به میزان تقاضا موجود است و متقاضی بر حسب نیاز می‌تواند نسبت به سوخت‌گیری اقدام کند.,1402/12/01
قیمت نفت به بالاترین رقم سه هفته اخیر رسید,قیمت هر بشکه نفت برنت دریای شمال امروز با ۹ سنت معادل ۰.۱۱ درصد کاهش به ۸۳ دلار و ۴۷ سنت رسید.,1402/12/01
سهمیه سوخت این کارت سوخت‌ها قطع می‌شود,معاون صنایع و انرژی ستاد مدیریت حمل و نقل گفت: لازم است تا دفاتر بیمه، اطلاعات خودرویی بیمه نامه شخص ثالث را با دقت درج کنند تا در فرآیند صدور کارت سوخت و تخصیص سهمیه، خللی ایجاد نشود.,1402/12/01
ضرر کولر گازی به جیب خانواده,مدیرعامل شرکت توانیر گفت: استفاده خانواده‌ها از کولرهای گازی با مصرف برق بیشتر منجر به افزایش مبلغ قبوض صادر شده می‌شود و به اقتصاد خانواده لطمه می‌زند.,1402/11/30
ثبت درخواست کارت سوخت آنلاین می‌شود؟,درحالی که قرار بود تا ابتدای بهمن‌ماه، امکان ثبت درخواست کارت سوخت با راه‌اندازی سامانه‌ای به صورت آنلاین برای متقاضیان فراهم شود، با رسیدن به‌روزهای پایانی بهمن‌ماه، هنوز خبری از راه‌اندازی سامانه مربوطه نیست.,1402/11/30
هشدار؛ سهمیه بنزین این خودروها قطع می‌شود,معاون صنایع و انرژی ستاد مدیریت حمل و نقل گفت: لازم است تا دفاتر بیمه، اطلاعات خودرویی بیمه نامه شخص ثالث را با دقت درج کنند تا در فرآیند صدور کارت سوخت و تخصیص سهمیه، خللی ایجاد نشود.,1402/11/30
سهمیه بنزین اسفند ماه امشب شارژ می‌شود + جزییات,۶۰ لیتر سهمیه بنزین اسفند ماه خودروهای شخصی بدون هیچ‌گونه تغییری، ساعت صفر بامداد (یکم اسفند) در کارت‌های هوشمند سوخت شارژ می‌شود.,1402/11/30
قیمت نفت کاهش یافت,قیمت هر بشکه نفت برنت دریای شمال امروز با ۵۹ سنت معادل ۰.۷۱ درصد کاهش به ۸۲ دلار و ۸۸ سنت رسید.,1402/11/30
بعضی از کنشگران محیط‌زیست احساسی درباره انتقال آب اظهارنظر می‌کنند/ کمتر از بحرین آب شیرین می‌کنیم,مدیرعامل پروژه آب شیرین کن بندرعباس گفت: نمک زدایی در کشور ما در ابتدای کار است بعضی از کنشگران محیط‌زیست در این‌باره احساسی صحبت می‌کنند. باید تمرکزمان را در توسعه صنایع در نواحی سواحلی خلیج فارس و دریای عمان  بگذاریم و سهم مان را از خلیج فارس در بحث نمک‌زدایی بالا ببریم، چون هیچ آبی برای مصرف صنایع و شرب ارزان‌تر و در دسترس‌تر از آب نمک‌زدایی شده پروژه شیرین سازی نیست‌.,1402/11/29
رکورد مصرف بنزین شکسته می‌شود؟,رئیس صنف جایگاهداران کشور اظهار داشت: در حال حاضر رقم مصرف بنزین در کشور ۱۱۵ میلیون لیتر در روز است و طی دو ماه آینده رکورد مصرف بنزین در اواخر ۱۴۰۱ و اوایل ۱۴۰۲ در کشور شکسته و جابجا خواهد شد.,1402/11/29
رئیس صنف جایگاهداران: بزودی مصرف بنزین رکورد می‌زند,رئیس صنف جایگاهداران کشور اظهار داشت: در حال حاضر رقم مصرف بنزین در کشور ۱۱۵ میلیون لیتر در روز است و طی دو ماه آینده رکورد مصرف بنزین در اواخر ۱۴۰۱ و اوایل ۱۴۰۲ در کشور شکسته و جابجا خواهد شد.,1402/11/28
نشست بی نتیجه نمایندگان ایران و افغانستان در مورد هیرمند,بیست و هفتمین نشست کمیساران آب هیرمند با حضور نمایندگان ایران و افغانستان در روزهای ۲۵ و ۲۶ بهمن سال جاری در شهر زابل برگزار شد و بدون دستیابی به نتایج مورد نظر به کار خود پایان داد.,1402/11/28
صادرات گاز ایران به عراق به حالت عادی بازگشت,سفیر ایران در عراق اعلام کرد که صادرات گاز ایران به عراق طبق مقادیر توافق شده، از سرگرفته شد.,1402/11/28
تنش‌ها در خاورمیانه قیمت نفت را بالا بُرد,قیمت هر بشکه نفت برنت دریای شمال امروز با ۶۱ سنت معادل ۰.۷۴ درصد افزایش به ۸۳ دلار و ۴۷ سنت رسید.,1402/11/28
مصرف گاز به ۴۵۰ میلیون مترکعب رسید,مدیر مرکز راهبری گاز کشور گفت: با توجه به کاهش دما و ورود سامانه‌های بارشی به کشور، پیش بینی می‌شود مقدار مصرف گاز به عدد ۶۰۰ میلیون مترمکعب برسد.,1402/11/28
تعمیرات خطوط لوله بروجن و صفاشهر به پایان رسید,مدیر دیسپچینگ شرکت ملی گاز ایران از تکمیل تعمیرات خطوط آسیب دیده گاز در حملات خرابکارانه خبر داد و گفت: آمادگی حداکثری برای تأمین گاز در موج جدید سرما را داریم، با این وجود از تمامی مردم می‌خواهیم که نسبت به مصرف گاز صرفه‌جویی کنند.,1402/11/27
درخواست عجیب نماینده جنجالی / بنزین ۲۶ هزار تومان شود!,همه چیز در هاله‌ای از ابهام است و حالا در شرایطی که کمتر از چهل روز تا پایان سال باقی مانده زمزمه بر سر افزایش قیمت بنزین در سال آینده باز هم بالا رفته است .,1402/11/26
قطعی گاز به تهران رسید!,برخی رسانه‌ها از قطع گاز در برخی مناطق تهران خبر دادند.,1402/11/26
شوک تحولات دریای سرخ بر بازار نفت,تحولات ماه‌های اخیر در دریای سرخ، باعث افزایش قیمت گریدهای نفتی آفریقایی و آمریکایی و افزایش قیمت معاملات نقدی نفت برنت شده که به منزله محدودتر شدن عرضه در بازارها است.,1402/11/26
سهمیه کارت سوخت تغییر کرد؟,مدیرعامل شرکت ملی پخش فراورده‌های نفتی اعلام کرد: هیچ سیاست جدیدی اعلام نشده و شرایط مانند گذشته است. وی اظهار کرد: از تابستان تا الان روال بدین شکل است که در هربار سوخت‌گیری امکان دریافت بیش از ۴۰ لیتر وجود ندارد. این موضوع جدیدی نیست و از تابستان روال در کل کشور به همین شکل بوده است.,1402/11/26
باز شدن پای نیروگاه های کوچک برق به بورس,مدیر معاملات خارج از بازار برق ایران گفت: با ابلاغ مقررات عرضه برق نیروگاه‌های مقیاس کوچک و chp (تولید همزمان برق و حرارت) توسط وزیر نیرو، امکان مبادله برق این نیروگاه‌ها در بورس انرژی فراهم شد.,1402/11/25
ماجرای ارسال پیامک قطع گاز چه بود؟,مدیرعامل شرکت گاز استان اصفهان ارسال پیامک به برخی شهروندان مبنی بر قطع جریان گاز در استان را تکذیب کرد.,1402/11/25
قیمت نفت سنگین ایران افزایش یافت,جدیدترین گزارش ماهانه اوپک نشان داد قیمت نفت سنگین ایران پس از سه ماه کاهش متوالی، در ژانویه افزایش یافت.,1402/11/25
خبر جدید از انفجار در خط سراسری انتقال گاز,مدیر دیسپچینگ شرکت ملی گاز ایران با اشاره به انجام اقدام تروریستی در ۲ نقطه خط سراسری انتقال گاز، گفت: هم‌اکنون شبکه گاز کشور پایدار است.,1402/11/25
قیمت نفت کاهشی شد,قیمت هر بشکه نفت برنت دریای شمال امروز با ۲۳ سنت معادل ۰.۲۸ درصد کاهش به ۸۲ دلار و ۵۴ سنت رسید.,1402/11/25
بنزین برای این افراد گران‌تر می‌شود,مصرف‌کنندگان آمریکایی در جایگاه‌های سوخت، پول بیشتری پرداخت می‌کنند و با افزایش بهای معاملات آتی، به نظر می‌رسد این روند ادامه پیدا کند.,1402/11/24
ثبات در بازار نفت / قیمت جدید نفت برنت اعلام شد,قیمت هر بشکه نفت برنت دریای شمال امروز با ۱۰ سنت معادل ۰.۱۲ درصد افزایش به ۸۲ دلار و ۱۰ سنت رسید.,1402/11/24
سهمیه عیدانه بنزین در راه است؟,با نزدیک شدن به ایام نوروز بار دیگر شایعه اختصاص بنزین نوروزی به خودروها مطرح شده است. سابقه واریز بنزین عیدانه در برخی از سال‌های دهه ۸۰ و دهه ۹۰ باعث شده که بار دیگر گمانه‌هایی در خصوص واریز بنزین عیدانه ایجاد شود اما واقعاً موضوع سهمیه عیدانه بنزین در نوروز ۱۴۰۳ چقدر جدی است؟,1402/11/23
روند مصرف گاز کاهشی شد,مدیر مرکز راهبری شرکت ملی گاز کشور گفت: حجم مصرف گاز در ۲۴ ساعت گذشته در بخش‌های خانگی، تجاری و صنایع غیرعمده به حدود ۵۰۳ میلیون مترمکعب رسیده که حاکی از کاهشی شدن روند مصرف است.,1402/11/23
درآمدهای نفتی به حساب بانک مرکزی واریز خواهد شد,هیات عالی نظارت مجمع تشخیص مصلحت نظام، شرکت ملی نفت ایران را ملزم به واریز درآمدهای حاصل از صادرات نفت به حساب ارزی بانک مرکزی کرد.,1402/11/23
وعده راه‌اندازی تابلوی عرضه پساب/ آیا تجربه ناموفق عرضه برق در بورس انرژی تکرار می‌شود؟,وزارت نیرو در حالی وعده راه‌اندازی تابلوی عرضه پساب در بورس انرژی را می‌دهد که هیچ کس نمی‌داند ساز وکار عرضه این محصول چگونه است؛ ضمن اینکه سوال مهم آن است که بعد از تجربه ناموفق این وزارتخانه در بورس برق، آیا عرضه پساب که به مراتب حساسیت بیشتری دارد، موفق خواهد شد؟,1402/11/23
میزان مصرف گاز پرواز کرد! / توصیه مهم به مردم,مدیر دیسپچینگ شرکت ملی گاز کشور گفت: توصیه می کنیم مردم در مصرف گاز صرفه‌جویی کنند.,1402/11/23
سهمیه بنزین تغییر کرد؟,مدیرعامل شرکت ملی پخش فرآورده‌های نفتی تاکید کرد که هیچ محدودیت جدیدی درباره تخصیص بنزین اعمال نشده است.,1402/11/23
فوری؛ خبر مهم درباره استانی شدن کارت سوخت,مدیرعامل شرکت ملی پخش فرآورده‌های نفتی، برخی شایعات مطرح شده درباره استانی شدن کارت‌های هوشمند سوخت را تکذیب کرد و گفت: هیچ محدودیتی برای سوخت‌گیری در هیچ‌کدام از مناطق کشور وجود ندارد.,1402/11/23
قیمت طلای سیاه عقب‌نشینی کرد,قیمت هر بشکه نفت برنت دریای شمال امروز با ۴۲ سنت معادل ۰.۵۱ درصد کاهش به ۸۱ دلار و ۷۷ سنت رسید.,1402/11/23
تغییر جدید در کارت سوخت در راه است؟/ ماجرای کارت بنزین استانی چه بود؟,برخی شهروندان در جریان سفرهای این چند روز مدعی شدند، «کارت بنزین» آنها که برای پلاک تهران است، در مقصد سفرشان، قابل استفاده نبوده و در جایگاه پمپ بنزین استان دیگر، «فاقد اعتبار برای سوخت‌گیری» بوده است.,1402/11/22
خودکفایی ۹۱ درصدی قطعات نیروگاهی,ایران بیش از ۹۱ درصد قطعات مورد نیاز صنعت نیروگاهی خود را بومی‌سازی کرده است.,1402/11/22
تولید بنزین افزایشی شد,آنطور که وزیر نفت در روزهای اخیر اعلام کرده متوسط تولید بنزین در سال ۱۴۰۰ حدود ۹۱ میلیون لیتر در روز بود که این عدد اکنون با رشدی ۲۲ درصدی به ۱۱۴ میلیون لیتر رسیده است.,1402/11/22
بجای مصرف گاز لباس گرم بپوشید!,مدیر مهندسی شرکت گاز استان تهران گفت: استفاده از لباس گرم در فصول سرد ۱۲ درصد مصرف گاز را کاهش می‌دهد.,1402/11/22
توقف مازوت سوزی در نیروگاه شازند,رییس اداره امور آزمایشگاه‌های اداره کل حفاظت محیط زیست استان مرکزی از توقف مصرف سوخت مازوت در نیروگاه حرارتی شازند خبر داد.,1402/11/22
رشد ۶ درصدی قیمت نفت,قیمت نفت در معاملات آخرین روز کاری بازارهای جهانی به بالای ۸۲ دلار رسید و طی هفته گذشته ۶ درصد رشد کرد.,1402/11/21
بهینه‌سازی مصرف گاز عزم ملی نیاز دارد,سرپرست مدیریت انرژی و کربن شرکت ملی گاز ایران گفت: بهینه‌سازی مصرف گاز در کشور نیازمند هماهنگی و عزمی ملی و فرابخشی است.,1402/11/21
برنت ۸۲ دلار شد,قیمت هر بشکه نفت برنت دریای شمال امروز با ۵۶ سنت معادل ۰.۶۹ درصد افزایش به ۸۲ دلار و ۱۹ سنت رسید.,1402/11/21
همه تولیدات پتروشیمی کشور در حال بومی سازی است,معاون وزیر نفت و مدیر عامل شرکت ملی صنایع پتروشیمی گفت: برای بومی‌سازی ۱۰۰ درصدی تولیدات پتروشیمی کشور در کمترین زمان ممکن تلاش می‌کنیم.,1402/11/20
هند: نگران کاهش تولید نفت اوپک نیستیم,وزیر نفت هند اعلام کرد که کشورش نگران کاهش تولید نفت اوپک پلاس و تصمیم اخیر عربستان سعودی برای عدم افزایش ظرفیت تولید نیست.,1402/11/20
قیمت نفت صعود کرد,قیمت هر بشکه نفت برنت دریای شمال امروز با ۲ سنت معادل ۰.۰۲ درصد افزایش به ۸۱ دلار و ۶۵ سنت رسید.,1402/11/20
قیمت نفت بار دیگر افزایش یافت,قیمت نفت در معاملات روز پنج شنبه بازار آسیا تحت تاثیر پیشرفت اندک مذاکرات صلح در غزه و نشانه های تقاضای قوی برای سوخت در آمریکا، افزایش یافت.,1402/11/19
مصرف گاز با روند نزولی به ۶۱۲ میلیون متر مکعب رسید,مدیر راهبری شرکت ملی گاز کشور گفت: با افزایش دما مصرف گاز از عدد ۶۴۰ به ۶۱۲ میلیون متر مکعب رسیده است.,1402/11/19
مصرف روزانه گاز کشور همچنان ثابت است,رییس مرکز راهبری گاز کشور گفت: مصرف گاز در بخش‌های خانگی، تجاری و صنایع غیرعمده در ۲۴ ساعت گذشته، به ۶۱۲ میلیون مترمکعب رسید.,1402/11/18
کاهش نگرانی در مورد عرضه قیمت نفت را افزایش داد,قیمت هر بشکه نفت برنت دریای شمال امروز با ۱۶ سنت معادل ۰.۲۰ درصد افزایش به ۷۸ دلار و ۷۵ سنت رسید.,1402/11/18
خبرهای خوش نفتی تا پایان ۱۴۰۲,وزیر نفت با تأکید بر اینکه خبرهای خوبی تا پایان امسال در صنعت نفت خواهیم داشت، تصریح کرد: به‌زودی چند پروژه‌ در حوزه نفت، گاز، پتروشیمی و پالایش افتتاح و هشت قرارداد توسعه میدان‌های نفتی و گازی به ارزش ۱۴ میلیارد دلار امضا می‌شود.,1402/11/18
دولت، پایش را از روی گلوی بخش خصوصی بردارد,مهدی مسائلی ضمن انتقاد به رویکردهای ضد تولیدی مدیران دولتی گفت: درحالی که بیش از ۹۵ درصد تولید برق کشور به داخل متکی است و این خوداتکایی مرهون نقش آفرینی بخش خصوصی توانمند در صنعت برق است اما دولت، مطالبات صنعت برق را که شریان حیاتی آن است، پرداخت نمی کند.,1402/11/17
برای همه نفت تولیدی در کشور مشتری داریم,معاون اجرایی رییس جمهور و سرپرست نهاد ریاست جمهوری گفت: رویکرد سیاست خارجی دولت سیزدهم مبتنی بر حل مساله، توجه به معیشت و اقتصاد ملی است و در تعاملات با همسایگان و کشورهای غیرهمسایه، بر حل مسائل و مشکلات کشور تمرکز دارد.,1402/11/17
قیمت نفت ثابت ماند,قیمت هر بشکه نفت برنت دریای شمال امروز با ۵ سنت معادل ۰.۰۶ درصد افزایش به ۷۸ دلار و ۴ سنت رسید.,1402/11/17
علت افزایش قبوض برق چیست؟,سخنگوی صنعت برق، گفت: با توجه به اینکه میزان مصرف برق در فصول مختلف متفاوت است، مشترکان باید نسبت به میزان مصرف برق خود آگاه باشند و به این موضوع توجه کنند.,1402/11/17
قیمت نفت افزایش یافت,قیمت هر بشکه نفت برنت دریای شمال امروز با ۲۰ سنت معادل ۰.۲۶ درصد افزایش به ۷۷ دلار و ۵۳ سنت رسید.,1402/11/16
انواع کابل برق و کاربردهای آن,پس از این که انرژی الکتریکی کشف شد، برای انتقال آن، به تجهیزاتی نیاز بود که بتوان انرژی برق را از نقطه‌ای به نقطه دیگر منتقل کرد. به همین دلیل کارخانه‌های مختلف به تولید تجهیزاتی پرداختند که جریان الکتریکی را از نیروگاه‌ها به منازل و دیگر مکان‌ها منتقل می‌کرد. این تجهزات شامل انواع سیم و کابل می‌شوند. امروزه برای انتقال قدرت، توان، اطلاعات، داده‌های صوتی و تصویری و کنترل سیگنال از انواع کابل برق استفاده می‌شود.,1402/11/15
بررسی 4 مطالب پربازدید سایت didegar.com  در ماه جاری,دیدگر به عنوان سایت تخصصی صنعت انرژی فعالیت خود را شروع کرده و به تحلیل و بررسی صنعت انرژی می پردازد.,1402/11/15
نیاز عراق به گاز ایران ادامه دارد,پایگاه خبری الجزیره با بیان اینکه عراق به شدت به گاز ایران نیاز دارد، آورده است این کشور دستکم تا ۱۰ سال دیگر به واردات گاز متکی است.,1402/11/15
قیمت بنزین سه نرخی می‌شود؟,مدیرعامل شرکت پالایش و پخش فراورده‌های نفتی گفت: فعلا در حوزه سه نرخی شدن بنزین مصوبه‌ و ابلاغیه‌ای داده نشده و قیمتی هم اعلام نشده است.,1402/11/15
مالچ‌پاشی نفتی از دستور کار خارج می‌شود,مدیرکل دفتر امور بیابان سازمان منابع طبیعی و آبخیزداری گفت: سال ۱۴۰۳ برنامه مالچ‌پاشی نفتی را در دستور کار نداریم و به‌شدت روی روش‌های جایگزین متمرکز شده‌ایم.,1402/11/15
مصرف روزانه گاز در بخش خانگی و تجاری از ۶۰۰ میلیون متر مکعب عبور کرد,با تداوم کاهش فراگیر دما در کشور، مصرف روزانه گاز در بخش خانگی و تجاری نیز روند صعودی خود را حفظ کرد و طی ۲۴ ساعت گذشته، برای نخستین بار در سال جاری، از مرز ۶۰۰ میلیون مترمکعب عبور کرد و به عدد ۶۱۱ میلیون مترمکعب رسید.,1402/11/15
لزوم مصرف بهینه انرژی برق و گاز در کشور,سرپرست شرکت مدیریت شبکه برق ایران با توجه به کاهش نسبی دما و تداوم سرما در کل کشور از هموطنان درخواست کرد انرژی برق و گاز را بهینه مصرف کنند.,1402/11/14
عراق خواهان حذف دلار آمریکا در تجارت نفت شد,کمیته مالی پارلمان عراق، با هدف مقابله با تحریم‌های آمریکا علیه سیستم بانکی این کشور، چهارشنبه گذشته خواستار فروش نفت به ارزهای دیگری بجز دلار آمریکا شد.,1402/11/14
کسری ۳۰ درصدی بارش‌های امسال نسبت به شرایط نرمال,وزیر نیرو از کسری ۳۰ درصدی بارش‌های امسال نسبت به شرایط نرمال خبر داد و گفت: همکاری مردم در بخش مصرف آب خانگی و کشاورزی ضروری است.,1402/11/14
قیمت نفت کاهش یافت,قیمت هر بشکه نفت برنت دریایی شمال امروز با ۱ دلار و ۳۷ سنت معادل ۱.۷۴ کاهش به ۷۷ دلار و ۳۳ سنت رسید.,1402/11/14
پاداش صرفه‌جویی گاز برای خوش مصرف‌های خانگی,مدیر مرکز راهبری گاز کشور گفت: اگر هموطنان نسبت به مدت مشابه سال گذشته ۱۰ تا ۳۵درصد کاهش مصرف داشته باشند، نه تنها هزینه‌ای پرداخت نمی‌کنند، بلکه پاداش ۱۰ برابری هزینه گاز هم دریافت می‌کنند.,1402/11/14
آماده باش کامل برای قطع نشدن برق کشور,مدیرعامل شرکت مدیریت تولید، انتقال و توزیع نیروی برق ایران گفت: گروههای عملیاتی برق کشور در آماده باش کامل قرار دارند تا در صورت نیاز وارد عمل شوند.,1402/11/13
گران شدن نفت بخاطر یک تصمیم اوپک پلاس,قیمت هر بشکه نفت برنت دریای شمال امروز با ۴۰ سنت معادل ۰.۵۱ درصد افزایش به ۷۹ دلار و ۱۰ سنت رسید.,1402/11/13
مصرف روزانه گاز رکورد زد,مدیر مرکز راهبری شبکه گاز کشور گفت: با تداوم کاهش فراگیر دما در کشور، مصرف روزانه گاز در بخش خانگی و تجاری روند صعودی خود را حفظ کرد و طی روز چهارشنبه به ۶۱۱ میلیون مترمکعب رسید.,1402/11/13
قیمت بنزین در اسراییل رکورد زد!,حداکثر قیمت بنزین اکتان ۹۵ کنترل شده دولتی در پمپ های سلف سرویس در سرزمین‌های اشغالی فلسطین از نیمه شب چهارشنبه، ۰.۱۶ شِکِل در هر لیتر افزایش یافته و به ۷.۳۸ شِکِل در هر لیتر می رسد.,1402/11/13
زنگ هشدار مصرف گاز به صدا درآمد,مدیر مرکز راهبری شبکه گاز کشور گفت: با تداوم کاهش فراگیر دما در کشور، مصرف روزانه گاز در بخش خانگی و تجاری روند صعودی خود را حفظ کرد و طی ۲۴ ساعت گذشته، به ۶۱۱ میلیون مترمکعب رسید.,1402/11/12
ساخت ۱۴۷۲ کیلومتر خطوط جدید انتقال گاز در دولت سیزدهم,مدیر عامل شرکت ملی گاز گفت: در دولت سیزدهم ۱۴۷۲ کیلومتر خطوط جدید انتقال گاز احداث شده و به ۱۶ نیروگاه جدید و بیش از ۳ هزار صنعت عمده هم گازرسانی کرده‌ایم.,1402/11/12
مصرف گاز به ۶۰۰ میلیون متر مکعب رسید,مدیر راهبری شرکت ملی گاز کشور از افزایش بیش از حد مصرف گاز در بخش خانگی و تجاری خبر داد.,1402/11/12
