Title,Summary,Date
اضافه شدن آیتم «دستفروشی» به درگاه ملی مجوزها,مدیرعامل شرکت شهربان و حریم‌بان شهرداری تهران، گفت: در حال حاضر کارهای اولیه برای اضافه شدن آیتم دستفروشی در سامانه درگاه ملی مجوزها انجام شده و با رونمایی آن، این موضوع به صورت اساسی حل و فصل خواهد شد.,1402/12/01
کارآفرینان در سنگر اقتصاد ملی و صف اول مقابله با تحریم‌ها,محمود نجفی عرب، رئیس اتاق بازرگانی تهران، در هشتمین دوره مراسم اعطای لوح، نشان و تندیس امین‌الضرب، با اشاره به اینکه کارآفرینان و فعالان اقتصادی کمتر از هر قشر دیگری در جامعه ایرانی مورد تکریم قرار گرفته‌اند، از حضور آنان در سنگر اقتصاد ملی و صف اول مقابله با تحریم‌ها گفت و ابراز امیدواری کرد که مراسم امین‌الضرب نقشه راهی برای بسط و توسعه فرهنگ کارآفرینی باشد.,1402/12/01
قیمت نبشی و ناودانی در بازار آزاد + مقایسه قیمت کارخانه و بازار,قیمت نبشی و ناودانی در بازار آزاد به عوامل گوناگونی بستگی دارد. آهن رسان قیمت نبشی و قیمت ناودانی را به صورت روزانه اعلام میکند.,1402/12/01
ایمیدرو؛ سازمان برتر در توسعه صنعت ورزش معرفی شد,سازمان توسعه و نوسازی معادن و صنایع معدنی ایران(ایمیدرو) در نخستین اجلاس ملی ورزش، تجارت و کسب وکارهای نوین به عنوان سازمان برتر در توسعه صنعت ورزش معرفی شد.,1402/12/01
شمارش معکوس تا افتتاحیه اولین دوره نمایشگاه بین‌المللی گوهرسنگ‌ها درخاورمیانه,اولین دوره نمایشگاه تخصصی گوهرسنگ‌ها در خاورمیانه از تاریخ۳ تا ۶ اسفندماه در سالن های 8 و 9 نمایشگاه بین‌المللی تهران و از ساعت 8 صبح تا ساعت 15 آماده بازدید فعالان و علاقمندان این حوزه است.,1402/11/30
کیفیت، خط قرمز زمزم است,نشست مدیران کارخانه‌های زمزم با مدیرعامل زمزم ایران در دفتر مرکزی این شرکت برگزار شد.,1402/11/30
صادرات مجدد زمزم باعث تقویت برند ایرانی در کشورهای حاشیه خلیج فارس شده است,صادرات مجدد زمزم باعث تقویت برند ایرانی در کشورهای حاشیه خلیج فارس شده است,1402/11/30
سلبریتی ها برای تبلیغ کوروش کمپانی چقدر گرفته اند؟,مدیر و مالک کمپانی جنجالی کوروش که این روزها حسابی خبرش داغ شده، در نخستین اظهارات از زمان فرار از کشور شمار چهره‌های معروف تبلیغ کننده برای این کمپانی را بالغ بر ۵۰۰ نفر اعلام کرد.,1402/11/30
کوروش کمپانی‌های دیگر در کمین اموال مردم!/ ماجرای زندگی‌هایی که برای آیفون ۱۳ هوا رفت,«کوروش کمپانی تعطیل و مالک آن متواری شد»؛ اما این تمام ماجرا نیست؛ حالا اما شرکت‌های دیگری که همزمان با کوروش کمپانی فعالیت خود را آغاز کرده بودند، همچنان مشغول به فعالیت هستند و به نظر می‌رسد باز هم، کسی ناظر بر فعالیت این شرکت‌ها نیست.,1402/11/30
صادرات مجدد زمزم باعث تقویت برند ایرانی در کشورهای حاشیه خلیج فارس شده است,رییس کمیسیون کشاورزی و صنایع غذایی اتاق بازرگانی مشترک ایران و عمان در دیدار با مدیر عامل شرکت زمزم گفت : زمزم اکنون در کنار خاویار و زعفران ایرانی قرار گرفته و نمادی معتبر از برند ایرانی و تجارت غیر نفتی ایران شده است.,1402/11/29
سهم ۴۲ درصدی محصولات کشاورزی از صادرات به اوراسیا,مدیرکل پایش و توسعه بازار سازمان تعاون روستایی گفت: ۲۳ درصد وزن و ۴۲ درصد ارزش صادراتی ایران به ۵ کشور عضو اتحادیه اوراسیا را محصولات شیلاتی، کشاورزی و غذایی تشکیل می‌دهد.,1402/11/29
اختلاف قیمت ورق بین بورس کالا و بازارشادآباد چقدر است؟,در ماه‌های اخیر اختلاف قیمت ورق های فولادی عرضه شده در بورس کالا و بازار ورق تهران بالا گرفته و در برخی گریدها و ابعاد تا ۱۵ هزارتومان رسیده است.,1402/11/29
سرمایه گذاری شرکت پاکشوما در صنعت مس,شرکت تولیدی صنعتی پاکشوما در فاز جدید توسعه خود، در راستای یکپارچه‌سازی تکنولوژی‌های زیرساخت لوازم خانگی اقدام به سرمایه‌گذاری در صنعت مس در خصوص تولید لوله‌های مسی و اتصالات مربوطه نموده است.,1402/11/29
تبدیل ۴۱ هزارمجوز کاغذی به شناسه یکتا,تا روز ۲۹ بهمن ۱۴۰۲ بیش از ۴۱ هزار مجوز کاغذی به شناسه یکتا تبدیل شده است.,1402/11/29
حمایت از تولید لازم است؛ اما نه از جیب صادرکنندگان/ جایگاه سازمان توسعه تجارت را احیا کنید,رییس کنفدراسیون صادرات ایران با برشمردن مشکلات عدیده ای که این روزها منجر به منفی شدن تراز تجاری کشور شده است، گفت: وزیر صمت جایگاه سازمان توسعه تجارت ایران را احیا کنید.,1402/11/29
تمام سالها در کارم، حرص و غصه خوردم اما کارم را جلو بردم/ با مشکلات فعالان اقتصادی کاملا دردآشنا هستم,وزیر صمت با بیان اینکه من هم در کارم درد و رنج کشیدم و کار را جلو بردم، گفت: با مشکلات فعالان اقتصادی کاملا آشنا هستم.,1402/11/29
قیمتگذاری یعنی خواندن فاتحه اقتصاد / حال کسب و کارها خوب نیست,رییس اتاق بازرگانی ایران خطاب به وزیر صمت گفت: مداخله در امور بنگاه‌ها و خصوصا قیمتگذاری را ممنوع اعلام کنید؛ چراکه قیمتگذاری یعنی خواندن فاتحه اقتصاد و جایگزین کردن آن با رانت است.,1402/11/29
بازار کم‌رونق خرید و فروش گل/ حتی ولنتاین هم بازار را تحریک نکرد,فروشندگان گل می‌گویند با وجود آنکه هر سال در ولنتاین و اعیاد شعبانیه فروش خوبی داشته‌اند اما امسال شرایط فروش گل شاخه بریده مطلوب نبوده است. رئیس اتحادیه گل و گیاه تهران تقارن رمضان و عید نوروز را هم عاملی می‌داند که در نوروز، بازار گل رونق نیابد.,1402/11/29
جلسه این ماه هیات نمایندگان اتاق بازرگانی ایران با حضور وزیر صمت برگزار می شود,جلسه بهمن ماه هیات نمایندگان اتاق بازرگانی، صنایع، معادن و کشاورزی ایران امروز با حضور عباس علی‌آبادی، وزیر صنعت، معدن و تجارت برگزار خواهد شد.,1402/11/29
درآمد یک میلیارد دلاری کشور از ۱۴ میلیون‌ تن‌ ترانزیت,رییس کل گمرک گفت: با تحقق ۱۴ میلیون‌تن‌ترانزیت یک‌میلیارد دلار درآمد عاید کشور شده است.,1402/11/28
تاکید معاون اول رئیس جمهور بر نقش بخش خصوصی در اقتصاد کشور,معاون اول رییس جمهور در دیدار با جمعی از کارآفرینان و فعالان بخش خصوصی، یکی از مهمترین مسائل و موانع پیش روی توسعه کشور را کمرنگ بودن نقش این بخش در اقتصاد کشور برشمرد.,1402/11/28
دستیار رئیسی: به قوه قضائیه درباره کوروش کمپانی هشدار داده بودیم,سکینه سادات پاد، دستیار رئیس جمهور در پیگیری حقوق و آزادی‌های اجتماعی نوشت: ۱۶دی در نامه ای به معاونت اجتماعی وپیشگیری از وقوع جرم قوه قضاییه نسبت به عملکرد کوروش کمپانی و یکی دیگر از توزیع کنندگان گوشی هشدار داده و با ادله اعلام کردم در روند فعالیت آنها شبهه کلاهبرداری وجود دارد لذا برای جلوگیری از تضییع حقوق مردم لازم است پس از بررسی، برخورد قانونی صورت گیرد.,1402/11/28
مالک کوروش کمپانی سرباز فراری است!,با تاکید بر به اشتباه بزرگ سلبریتی‌ها در رواج و گسترش اقدام شرکت کوروش کمپانی ولی اصل ماجرا جای دیگری است، اما انگار قرار است همه تقصیرات به گردن سلبریتی‌ها بیافتد.,1402/11/28
ممنوعیت افزایش قیمت قالیشویی و خشکشویی,معاون سازمان حمایت تولیدکنندگان و مصرف کنندگان در نامه‌ای به رییس اتاق اصناف ایران اعلام کرد که نظارت ویژه بر واحدهای قالیشویی و خشکشویی در دستور کار قرار گیرد.,1402/11/28
افشاگری جدید از کلاهبرداری کوروش کمپانی,رئیس انجمن واردکنندگان موبایل با اشاره به ماجرای کوروش کمپانی و فروش موبایل آیفون به مردم با قیمت نازل و کلاهبرداری صورت گرفته توسط این شرکت، گفت: این شرکت اصلا مجوز واردات آیفون نداشته و موبایل‌ها را از طریق شرکت‌های واردکننده داخلی تهیه و به فروش رسانده است.,1402/11/28
راهنمای انتخاب بهترین چیلر برای محیط‌های صنعتی,در مورد خرید چیلر تراکمی آب خنک و یا مدل هوا خنک سوالات زیادی مطرح می‌شود و اکثر خریداران به دنبال انتخاب یک چیلر مناسب برای محیط صنعتی با حداقل میزان مصرف انرژی، قیمت و هزینه هستند.,1402/11/28
هدف ما جذب کارآموز در کادر اصلی شرکت است / استقبال از غرفه پارس حیات در نمایشگاه کار ایران,شرکت پارس حیات تولیدکننده  کالاهای تند مصرف در ششمین نمایشگاه کار ایران با هدف جذب کارآموز در کادر اصلی این مجموعه حضور یافت.,1402/11/28
تغییر مناسبات جهانی تولید فولاد در دنیا/ آیا آتش‌بس جنگ معدنی میان استرالیا و چین برقرار می‌شود؟,استرالیا به عنوان یکی از غول های معدنی به خصوص سنگ آهن در دنیا حالا تصمیم به ورود به عرصه فولادسازی گرفته است، اتفاقی که می تواند توازن را در حوزه بین المللی میان قطب های معدنی و فولادی جهان تغیییر دهد؛ هر چند تغییر استراتژی دولت کانادا در حوزه مس و فولاد حالا مناسبات این کشور با چین را هم در تا پایان سال ۲۰۲۴ تغییر خواهد داد.,1402/11/28
انواع ورق فولادی در بازار آهن,ورق‌های فلزی یکی از اصلی‌ترین مواد در صنایع مختلف و ساختمان‌سازی هستند. این ورق‌ها به ۲ نوع ‌نورد سرد و گرم تولید و به‌صورت رول و کلاف به بازار عرضه می‌شوند. تنوع و کاربرد انواع ورق‌ آهنی به‌گونه‌ای است که خریداران در انتخاب آن‌ها ممکن است با مشکلاتی روبه‌رو شوند.,1402/11/28
شرایط جدید ثبت نام لاستیک دولتی اعلام شد + جزییات,دفتر صنایع شیمیایی و پلیمری وزارت صمت در بخشنامه‌ای به سازمان‌های صمت استان‌ها موضوع الزام ثبت اطلاعات خودرو در سند خرده فروشی تایر سواری را ابلاغ کرد.,1402/11/28
قیمت یخچال‌های ایرانی ۲۰ درصد بیشتر از نرخ تورم رشد کرد,۵ سال از آخرین روزهایی که یک ایرانی با خیال راحت می‌توانست از میان لوازم خانگی داخلی و خارجی دست به انتخاب بزند و بخش اندکی از درآمد ماهانه‌اش را به خرید وسایل مورد نیاز اختصاص دهد، می‌گذرد چرا که از سال ۹۷ لوازم خانگی وارداتی با تابلوی ورود ممنوع رو به رو شدند.,1402/11/28
نمایشگاه کار ایران فرصتی منحصر به فرد و بدون معادل / بزرگترین نمایشگاه کار ایران با حضور ۷۵سازمان و ۱۵۰۰موقعیت شغلی,ششمین نمایشگاه کار ایران یکی از 5برند عضو گروه جاب ویژن است و این گروه به عنوان متولی برگزاری آن درصدد است مجموعه‌ای از خدمات را به شرکت‌ها و کارجوها ارائه دهد و اکوسیستم منابع انسانی را توسعه بخشد.,1402/11/28
تحولات توسعه‌ای زمزم تسریع خواهد شد,با حضور مدیرعامل، معاونین و مدیران مجموعه زمزم چالش‌های مهم شرکت دسته بندی و بررسی شد.,1402/11/28
خرید و فروش صوری دلیل تشکیل صف در مغازه‌ها است, رئیس اداره صنعت، معدن و تجارت شهرستان آستارا گفت: خرید صوری توسط شهروندان و فروش صوری توسط فروشندگان مغایر اهداف طرح فجرانه کالابرگ الکترونیکی است.,1402/11/27
به دنبال افزایش زمان بازگشت ارزو وام ارزی ارزان هستیم/ صادرات بدون رانت داشته باشید، همه ارز برای خودتان,وزیر صمت گفت: وام ارزی ارزان برای طرح های صادرات محور، رفع تعهد ارزی آسان و افزایش زمان بازگشت ارز سه تلاش وزارت صمت برای صنایع است که امیدواریم به زودی به نتیجه برسد.,1402/11/27
حجم ۳ میلیارد دلاری تجارت بین ایران و ارمنستان,رئیس کمیسیون مشترک اقتصادی ایران و ارمنستان گفت: در سال ۲۰۲۲ میلادی روسای جمهور دو کشور ایران و ارمنستان تصمیم گرفتند حجم مبادلات تجاری را افزایش دهند که در گام اول حجم مبادلات را به یک میلیون دلار و در گام دوم این رقم را به ۳ میلیارد دلار برسانند.,1402/11/26
لزوم افزایش صادرات کالاهای با ارزش افزوده بالا و دانش‌بنیان,نشست اعضای مجمع کارآفرینان ایران با مهدی ضیغمی، معاون وزیر و رئیس کل سازمان توسعه تجارت ایران روز چهارشنبه (۲۵ بهمن ماه ۱۴۰۲) با حضور حمیدرضا غزنوی دبیرکل این مجمع برگزار شد.,1402/11/26
اگر بدون رانت صادر کردید ارز آن مال شماست,وزیر صمت گفت: به عنوان وزیر صمت از شرکت ایرانی که در کشور خارجی محصول خود را تولید می کند استقبال می کنم. وزارت صمت در تلاش برای حل رفع تعهد ارزی است و اگر بدون گرفتن رانت کالایی صادرات کردید ارز آن مال شماست و دولت هم پشتیبانی شماست.,1402/11/26
کیش هیچ صادراتی نداشته است,تراز تجاری مناطق آزاد در ۱۰ ماهه نخست سالجاری حدود منفی ۳ میلیارد دلار بوده است؛ این در حالی است که هدف از تأسیس این مناطق، ایجاد سکوهای صادرات کالا به خارج از کشور بود.,1402/11/25
نظم و انضباط عملیات معدنکاری در معدن چادرملو ستودنی است,مدیرعامل گروه سرمایه‌گذاری توسعه معادن و فلزات بیان کرد: مشاهده نظم و انسجام در مراحل مختلف استخراج، فرآوری، تولید و انضباط مالی شرکت معدنی و صنعتی چادرملو لذت‌بخش و ستودنی است و جا دارد از مدیران چادرملو که هدایت این سیستم به سمت رشد و توسعه و سودآوری را عهده‌دار هستند تقدیر و تشکر کنم.,1402/11/25
بزرگترین گندله‌سازی غرب کشور با مشارکت «ومعادن» در دست اجراست,مدیرعامل شرکت صباامید غرب خاورمیانه گفت: امروز پروژه احداث گندله‌سازی یک میلیون تنی این شرکت در استان کردستان ( بیجار) در واقع بزرگترین گندله‌سازی غرب کشور محسوب می‌شود.,1402/11/25
برنامه ریزی همکاری‌های متقابل شرکت ملی انفورماتیک و بانک گردشگری,علیرضا ماهیار، مدیر عامل شرکت ملی انفورماتیک و محمدرضا فهمی مدیرعامل بانک گردشگری دیدار و در زمینه افزایش همکاری ها گفت وگو کردند.,1402/11/25
ارز واردات کالاهای اساسی و دارو افزایش یافت,نمایندگان مجلس به دولت برای واردات کالاهای اساسی کشاورزی، دارو، مواد اولیه آن و تجهیزات مصرفی پزشکی به میزان ۱۳ میلیارد و ۶۰۰ میلیون یورو به نرخ ارز ترجیحی ، اجازه دادند.,1402/11/25
گروه بریکس چقدر سرمایه دارد؟,بر اساس گزارش منتشرشده، کشورهای بریکس ۴۵ تریلیون دلار ثروت قابل سرمایه‌گذاری دارند.,1402/11/24
با راهبری تجلی پروژه کلاف‌سازی توسط فولاد سرمد راه‌اندازی می شود,شرکت تجلی توسعه معادن و فلزات به عنوان سهامدار شرکت فولادی سرمد ابرکوه (با ۴۸ درصد سهام) به‌عنوان یکی از برترین تولیدکنندگان و عرضه کنندگان میلگرد فولادی در کشور بوده که به منظور تکمیل زنجیره تولیدی خود اقدام به احداث واحد های فولادسازی، کلاف سازی و احیا مستقیم نموده است.,1402/11/24
محیط کسب‌وکار در پاییز 1402 اندکی بهتر شد,نتایج جدیدترین پایش ملی محیط کسب‌وکار ایران نشان می‌دهد نمره شاخص محیط کسب‌وکار کشور در پاییز 1402 به 5.98 رسیده (نمره بدترین ارزیابی 10 است) که از اندکی بهبود نسبت به فصل تابستان حکایت دارد.,1402/11/24
رشد تجارت ایران با اعضای پیمان شانگهای,سخنگوی کمیسیون روابط بین‌الملل و توسعه تجارت خانه صنعت معدن و تجارت ایران از رشد ۴۱ درصدی و ۵.۵ درصدی وزن و ارزش تجارت ایران با اعضای سازمان همکارهای شانگهای در ۱۰ماهه امسال خبر داد.,1402/11/24
شرکت کروز در نمایشگاه کار ایران حضور دارد,شرکت صنایع تولیدی کروز در ششمین نمایشگاه کار ایران با هدف رویارویی مستقیم کارجو و کارفرما و تسهیل فرایند جذب و استخدام نیروی کار در این نمایشگاه حضور دارد.,1402/11/24
برای دومین سال متوالی؛ تیپاکس به‌عنوان برترین شرکت کشور از نظر رشد سریع انتخاب شد,در بیست و ششمین همایش شرکت‌های برتر ایران که به میزبانی سازمان مدیریت صنعتی ایران برگزار شد، شرکت تیپاکس توانست برای دومین سال متوالی به‌عنوان برترین شرکت کشور از نظر رشد سریع معرفی شود. همچنین در حوزه حمل‌ونقل و خدمات وابسته نیز در رقابت با شرکت ها و هلدینگ‌های مطرح این حوزه نظیر شرکت کشتیرانی جمهوری اسلامی، رتبه ۵ را از آن خود کرد.,1402/11/24
از بخش خصوصی برای تدوین بودجه نظرخواهی نمی‌شود/ دولت به دنبال تصویب نظر خودش در مورد تعطیلات آخر هفته است,رییس اتاق بازرگانی تهران گفت: نظر فعالان اقتصادی تعطیلی جمعه و شنبه است و مجلس هم ترجیح می دهد درباره این کدام روزها تعطیل باشد، تصمیم بگیرد، اما دولت به دنبال این است که انتخاب این که کدام روزها تعطیل باشد در اختیار خودش باشد و بیشتر بر تعطیلی پنجشنبه و جمعه تمایل دارد.,1402/11/24
گران‌فروشی در دیجی‌کالا را چطور گزارش کنیم؟,حتما دیده و خوانده‌اید که هر چند وقت یک بار کاربران شبکه‌های اجتماعی دیجی‌کالا را به گران‌فروشی متهم می‌کنند. معمولا کاربری از تجربه خرید خودش می‌گوید و از این می‌نویسد که کالا را در فروشگاه اینترنتی دیگر یا یک فروشگاه در شهر ارزان‌تر دیده است.,1402/11/24
اعلام اسامی داوطلبان انتخابات مجلس خبرگان تهران,فرماندار شهرستان تهران از اعلام نهایی اسامی نامزدهای نمایندگی مردم این خطه در مجلس خبرگان رهبری خبر داد.,1402/11/24
ارز خارج شد؛ رفاه مصرف‌کننده کاهش پیدا کرد؛ تولید در جا زد,گزارش تحقیقی، «ارزیابی آثار سیاست ممنوعیت واردات بر اقتصاد ایران» موسسه رهنمان منتشر شد. در این گزارش، آثار سیاسیت ممنوعیت واردات کالا بر قیمت کالاها، تولید اشتغال و قاچاق بررسی مورد تحلیل و بررسی قرار گرفته است.,1402/11/24
رئیس گمرک ایران: شبانه روز به سایت گمرک حمله سایبری می‌شود,رئیس‌کل گمرک ایران گفت: شبی نیست که حمله سایبری نداشته باشیم و از مبادی قابل حدس‌زدن شبانه‌روز به سامانه حمله سایبری می‌شود.,1402/11/24
مجبوریم با گونی پول جابجا کنیم,یک عضو هیات نمایندگان اتاق بازرگانی، صنایع، معادن و کشاورزی تهران با بیان اینکه هیچ شفافیتی در نقل و انتقال ارز نداریم، گفت: متاسفانه حتی هیچ بانک داخلی نیز حاضر نیست بیش از ۲۰۰ میلیون تومان پول در روز بدهد.,1402/11/24
آژانس‌های تبلیغاتی ایران (معرفی 7 شرکت),امروزه تبلیغات برای هر حرفه‌ای برای بالا بردن فروش و سود از یک‌سو و پیشی گرفتن از سایر رقبا از سوی دیگر، به یک نیاز اساسی بدل شده است. اما هر تبلیغاتی نمی‌تواند سازنده باشد و نیاز است در پی خدمات یک شرکت تبلیغاتی با تجربه و کارآمد انجام گیرد.,1402/11/24
ابَرپروژه های معدن و صنایع معدنی در آستانه افتتاح,سازمان توسعه و نوسازی معادن و صنایع معدنی ایران اعلام کرد: راهبری تکمیل ۱۰ طرح بزرگ معدن و صنایع معدنی از اقدامات شاخص ایمیدرو طی سال جاری بوده که این طرح ها زنجیره فولاد، مس، آلومینیوم را شامل می شود و از ارزش ۵۰هزار میلیارد تومان برخوردار است.,1402/11/24
زنگ خطر کاهش رشد تولید فولاد به صدا درآمد/ سرمایه گذاران با تصمیمات دولت دلسرد شده اند,عضو هیات مدیره انجمن فولاد با بیان اینکه محدودیت‌های برق و گاز باعث افت تولید شده و در افق بلندمدت هم قوانین و مقرراتی مانند محدودیت‌هایی که برای صادرات مقرر شده، منجر به بالابردن خارج از رویه قیمت حامل‌های انرژی و حذف معافیت‌های مالیاتی برای صادرکننده گردیده که طی دو سال گذشته، انگیزه سرمایه‌گذاری را از بین برده و سرمایه‌گذاران را برای انجام طرح‌های توسعه‌ای دلسرد کرده است.,1402/11/24
قیمت جدید لاستیک خودرو اعلام شد + جدول (سمند، ال نود، پژو ۴۰۵، وانت و...),قیمت روز انواع لاستیک خودرو را در ادامه بخوانید.,1402/11/23
پروانه کاغذی از سال آینده بی اعتبار است,براساس قانون، از ابتدای سال آینده، پروانه های کاغذی برای دریافت خدمات دولتی و بانکی بی اعتبار خواهند بود و کسبه و فعالان اقتصادی باید شناسه یکتا دریافت کنند.,1402/11/23
صادرات 4 میلیون قوطی نوشابه زمزم به عمان ,شرکت زمزم ایران، پس از صادرات به بحرین،کویت، قطر و امارات، هم اکنون با صادرات 40 کانتینرنوشابه کولا،پرتقالی و لیموناد به عمان رکوردی تازه را در این خصوص ثبت کرد. ,1402/11/23
طرح تشدید بازرسی و نظارت بر اصناف ابلاغ شد,اتاق اصناف ایران، دستورالعمل طرح تشدید بازرسی و نظارت ویژه ایام پایانی سال، ماه مبارک رمضان و نوروز ۱۴۰۳ را به روسای اتاق های اصناف سراسر کشور ابلاغ کرد.,1402/11/23
ورود موقت فرش دستباف ایرانی آزاد شد,سرپرست مرکز ملی فرش و صنایع خلاق ایران گفت: هیات وزیران، ورود موقت فرش دستباف و سایر بافته‌های ایرانی برای انجام عملیات تعمیر، رفوگری، شست و شو، رنگ برداری و عرضه در نمایشگاه را مصوب کرد.,1402/11/23
معرفی ۱۰۸ ایده معدنی و صنایع معدنی در چهارمین جشنواره اینوماین,چهارمین جشنواره ایده‌های ارزش آفرین بخش معدن و صنایع معدنی (اینوماین) با معرفی ۱۰۸ ایده راه‌یافته به مرحله داوری، از تاریخ ۲۴ تا ۲۶ بهمن‌ماه در محل صندوق نوآوری و شکوفایی ریاست جمهوری برگزار می‌شود.,1402/11/23
خام فروشی، عامل اخلال یا راه نجات اقتصاد؟/ موانع فروش محصولات زنجیره فولاد راه به کجا می برد؟,خام فروشی واژه ای که چند سالی است با صادرات بخش های مختلف به خصوص فولاد و صنایع وابسته به آن، عجین شده و اتفاقا درست خلاف جهت هم حرکت کرده و نه تنها سودی برای تولیدکنندگان و صادرکنندگان نداشته، بلکه مانعی برای توسعه و خروج نقدینگی از خطوط تولیدی به سمت خزانه دولت شده تا برخی چاله های ناشی از کم کاری دولتی را پر کند.,1402/11/23
گزارش وضعیت فعلی اکوسیستم استارتاپی در جهان,امروز اکوسیستم استارتاپی با مدل‌ها و رویکردهای کسب‌وکار جدید به طور مداوم در حال تحول است. از سوی دیگر به سبب رویکردهای اقتصادی و ژئوپلیتیکی، این اکوسیستم پویا هم مانند صنایع دیگر دستخوش تغییرات و فرازونشیب‌های بسیاری طی دوران مختلف خواهد بود. آگاهی از وضعیت این تحولات و روندهای نوین آن می‌تواند دورنمای روشنی را برای شرکت‌های نوپا ترسیم کند.,1402/11/23
صادرات ۴ میلیون قوطی نوشابه زمزم به عمان,شرکت زمزم ایران، پس از صادرات به بحرین،کویت، قطر و امارات، هم اکنون با صادرات ۴۰ کانتینرنوشابه کولا،پرتقالی و لیموناد به عمان رکوردی تازه را در این خصوص ثبت کرد.,1402/11/23
خرید لباس هم قسطی شد!,بعد از فروش گوشت و آجیل قسطی در آستانه عید یک فروشگاه فروش کفش و لباس را برای مشتریانش قسطی کرد.,1402/11/23
مشکل ورود موقت فرش دستباف ایرانی حل شد,سرپرست مرکز ملی فرش و صنایع خلاق ایران از حل مشکل ورود موقت فرش دستباف ایرانی پس از مدت‌ها پیگیری خبر داد.,1402/11/23
عقد قرارداد ساخت ۱۰ فروند شناور با سازندگان داخلی/حضور دریانوردان خارجی در ناوگان به صفر رسید,مدیرعامل گروه کشتیرانی جمهوری اسلامی ایران با اشاره به بازنگری سند راهبردی گروه مطابق با ابلاغیه مقام معظم رهبری در توسعه دریامحور، از عقد قرارداد ساخت ۱۰ فروند شناور با سازندگان داخلی خبر داد و گفت: مجموعا ده فروند شناور داخلی به مبلغ کل ۸۶ میلیون دلار به سازندگان داخلی سفارش داده شده است.,1402/11/22
سمبه کم زور آمریکا در تبادلات بانکی ایران و عراق/ رویای ضربه زدن به ایران با تعطیلی بانک ملی در عراق به باد رفت,آمریکا در شرایطی هر چند ماه یکبار تلاش دارد تا فشار مضاعفی را بر سیستم بانکی تحریم شده ایران وارد آورد که این بار سناریوها را برای بازار عراق به عنوان یکی از شرکای اصلی تجاری ایران تنظیم کرده؛ هر چند که سمبه این تصمیمات بر تجارت ایران و عراق چندان پرزور نبوده و ضربه زدن به تجارت میان دو کشور، رویایی بیش نیست.,1402/11/22
صادرات عربستان به ایران هنوز «صفر» است!,سخنگوی کمیسیون توسعه تجارت خانه صمت از تجارت غیر نفتی ۵۰ میلیارد دلاری ایران و ۱۵ کشور همسایه در ۱۰ ماهه امسال خبر داد که نسبت به مدت مشابه با رشد ۱.۸ درصدی همراه بوده است.,1402/11/22
ردپای قیمت فلزات گرانبها در صنعت خودرو,قیمت پالادیوم برای اولین‌بار از سال ۲۰۱۸ به زیر پلاتین رسید.,1402/11/22
رکوردشکنی جدید تولید کنسانتره در صبانور,همزمان با چهل و پنجمین سالگرد پیروزی انقلاب اسلامی رکورد جدید شرکت صبانور رقم خورد.,1402/11/21
چگونه کارت بازرگانی بگیریم,طرح اصلاح و تغییر فرآیندهای صدور کارت بازرگانی در اتاق‌های سراسر کشور عملیاتی شده و هم‌زمان از فرآیند برگزاری آزمون الکترونیکی جهت اخذ کارت بازرگانی در این اتاق‌ها، نیز رونمایی شد.,1402/11/21
هشدار جدید سازمان تجارت به صادرکنندگان,سازمان توسعه تجارت ایران با صدور ابلاغیه‌ای به ادارات کل صنعت، معدن و تجارت استان‌ها با اعلام دستورالعمل ثبت مصارف پروانه های صادراتی اعلام کرد که اگر ذینفعان ارتباط بین پروانه های صادراتی و ارز بازگشتی به کشور را برقرار نکنند، پروانه های یاد شده علیرغم ایفای تعهدات ارزی مصرف نشده گزارش خواهند شد.,1402/11/21
به‌زودی مشکلات متعهدین ارزی سال ٩٧ حل می‌شود,رئیس کل سازمان توسعه تجارت از حل مشکلات مربوط به متعهدین ارزی سال ١٣٩٧ طی روزهای آینده خبر داد.,1402/11/21
واردات همچنان بیشتر از صادرات/ شرکای تجاری اصلی ایران کدامند؟,داده‌های ۹ ماه ابتدایی سال ۱۴۰۲ نشان می‌دهد کشورهای چین با سهم ۲۸.۳ درصدی از کل تجارت خارجی ایران، امارات متحده عربی با سهم ۲۳.۲۴ درصدی، و ترکیه با سهم ۱۰.۰۵ درصدی، اصلی‌ترین شرکای تجاری ایران در بازه زمانی مذکور بوده‌اند. همچنین بیشترین واردات ایران از کشورهای امارات، چین، و ترکیه، و بیشترین صادرات ایران به کشورهای چین، عراق، و امارات صورت گرفته است.,1402/11/21
هر خودروساز یک خودرو اقتصادی عرضه کند,وزیر صمت با بیان این که فروش خودروهای وارداتی افزایش خواهد یافت گفت: بنا شده که هر خودروساز حداقل یک نوع خودروی اقتصادی تولید و عرضه کند.,1402/11/20
نقش موثر دانش بنیان‌ها در توسعه استان سیستان و بلوچستان,نباید دنبال خام فروشی باشیم و باید به سرعت فعالیت شرکت‌های دانش بنیان توسعه دهیم و تلاش کنیم در آینده با افزایش بهره‌وری از میزان باطله‌ها  در فعالیت‌های معدنی کاسته شود.,1402/11/20
هیچ اختلالی در فروش نان به مردم در حال حاضر وجود ندارد/ عرضه نان بصورت پایدار در حال انجام است,مدیر اجرایی طرح هوشمندسازی یارانه ارد و نان با بیان اینکه اختلال صبح دیروز در سامانه بلافاصله بعد از چند ساعت برطرف و استفاده از کارتخوانهای هوشمند از سرگرفته شده است، گفت: عرضه نان به مردم بصورت پایدار در حال انجام است.,1402/11/20
