Title,Summary,Date
قیمت طلا، سکه و ارز امروز / قیمت سکه تکان خورد,قیمت طلا، سکه و ارز طی ۲۴ ساعت گذشته در بازار تهران تغییر کرد.,1403/04/15
یکی از دلایل حساس شدن مردم به نرخ ارز، ثابت نگه‌داشتن دستوری نرخ ارز است,یکی از دلایل حساس شدن مردم به نرخ ارز، ثابت نگه‌داشتن دستوری نرخ ارز است.,1403/04/14
قیمت دلار ۴۶ هزار و ۱۶۷ تومان شد / نرخ ارز امروز ۱۳ تیر ۱۴۰۳,در معاملات امروز مرکز مبادله طلا و ارز ایران، هر اسکناس دلار آمریکا به ۴۶ هزار و ۱۶۷ تومان و حواله دلار نیز به‌نرخ ۴۳ هزار و ۱۰۶ تومان رسید.,1403/04/13
دلیل افزایش قیمت سکه چیست؟,نظر بسیاری از کارشناسان این است که بازارهای داخل کشور مجددا در شرایط ریسکی قرار گرفته‌اند.,1403/04/13
چرا قیمت سکه صعودی شد؟,نظر بسیاری از کارشناسان بر این است که شرایط بازارهای داخل کشور مجددا در شرایط ریسکی قرار گرفته‌اند.,1403/04/13
قیمت یورو امروز ۱۳ تیر ۱۴۰۳ در بازار,قیمت امروز یورو، برای اطلاع از آخرین اخبار مربوط به قیمت یورو وارد سایت اقتصادآنلاین شوید.,1403/04/13
اونس طلا گران شد,"امروز قیمت طلا روند افزایشی را دنبال کرده است و ارزش هر اونس به ۲,۳۳۴ (دو هزار و سیصد و سی و چهار ) دلار رسید که نسبت به روز قبل ، افزایش ۰.۲۵ درصدی داشته است.",1403/04/13
سقوط ناگهانی قیمت طلا / قیمت هرگرم طلا امروز ۲۶۰ هزارتومان ارزان شد,آخرین قیمت ها از بازار طلا (مثقال ۱۸ عیار، طلا گرم ۱۸ عیار) را در این گزارش بخوانید. قیمت مثقال طلا ۲۶۰ هزارتومان کاهش پیدا کرده است.,1403/04/12
خبر مهم برای خریداران سکه طلا + جزییات,سخنگوی مرکز مبادله در خصوص جزئیات تحویل سکه طلا چهاردهمین حراج مرکز مبادله نکاتی را مطرح کرد.,1403/04/12
سکه وارد کانال ۴۳ شد,قیمت هر قطعه سکه طرح جدید امروز (سه شنبه، ۱۲ تیرماه) در بازار طلای تهران با افزایش ۱۵۰ هزار تومانی نسبت به روز گذشته (دوشنبه) به ۴۳ میلیون و ۲۵۰ هزار تومان رسید.,1403/04/12
قیمت دلار ۴۶ هزار و ۱۶۷ تومان شد / نرخ ارز امروز ۱۱ تیر ۱۴۰۳,در معاملات امروز مرکز مبادله طلا و ارز ایران، هر اسکناس دلار آمریکا به ۴۶ هزار و ۱۶۷ تومان و حواله دلار نیز به‌نرخ ۴۳ هزار و ۱۰۶ تومان رسید.,1403/04/12
قیمت یورو امروز ۱۲ تیر ۱۴۰۳ در بازار,قیمت امروز یورو، برای اطلاع از آخرین اخبار مربوط به قیمت یورو وارد سایت اقتصادآنلاین شوید.,1403/04/12
افزایش اندک قیمت طلا / اونس جهانی طلا چند شد؟,قیمت هر اونس طلا امروز با ۰.۰۱ درصد افزایش به ۲۳۳۲ دلار و ۱۴ سنت رسید.,1403/04/12
فوری/ حراج شمش طلا لغو شد,حراج سی و ششم شمش طلا که قرار بود فردا ۱۲ تیرماه برگزار شود، لغو و به ۱۷ تیرماه موکول شد.,1403/04/11
کاهشی شدن طلا و سکه, قیمت هر قطعه سکه طرح جدید امروز (دوشنبه، ۱۱ تیرماه) در بازار طلای تهران با کاهش ۲۰۰ هزار تومانی نسبت به روز گذشته (یکشنبه) به ۴۳ میلیون و ۵۰ هزار تومان رسید.,1403/04/11
قیمت دلار نزولی می‌شود؟ / یک پیش‌بینی مهم,معامله گران با توجه به روند کاهشی قیمت تتر در معاملات شبانه و همچنین عقب نشینی دلار در جریان معاملات پشت خطی،‌ پیش بینی می کنند قیمت دلار در بازار امروز مسیر نزولی را در پیش گرفته و در کانال ۶۱ هزار تومان نوسان دهد.,1403/04/11
قیمت دلار ۴۶ هزار و ۱۶۷ تومان شد / نرخ ارز امروز ۱۱ تیر ۱۴۰۳,در معاملات امروز مرکز مبادله طلا و ارز ایران، هر اسکناس دلار آمریکا به ۴۶ هزار و ۱۶۷ تومان و حواله دلار نیز به‌نرخ ۴۳ هزار و ۱۰۶ تومان رسید.,1403/04/11
حراج بعدی شمش طلا چه زمانی است؟,سی و ششمین حراج شمش طلای مرکز مبادله ایران از ساعت ۱۲ فردا سه‌شنبه ۱۲ تیرماه برگزار می شود.,1403/04/11
قیمت یورو امروز ۱۱ تیر ۱۴۰۳ در بازار,قیمت امروز یورو، برای اطلاع از آخرین اخبار مربوط به قیمت یورو وارد سایت اقتصادآنلاین شوید.,1403/04/11
قیمت طلا پایین آمد,"امروز قیمت طلا در بازار روند نزولی را تجربه کرد و ارزش هر اونس به ۲,۳۲۵ (دو هزار و سیصد و بیست و پنج) دلار رسید که نسبت به روز قبل ، کاهش ۰.۰۹ درصدی داشته است.",1403/04/11
افزایش قیمت طلا امروز رکورد زد / آخرین قیمت‌ها از بازار طلا (مثقال ۱۸ عیار، طلا گرم ۱۸ عیار),آخرین قیمت ها از بازار طلا (مثقال ۱۸ عیار، طلا گرم ۱۸ عیار) را در این گزارش بخوانید.,1403/04/10
خریداران سکه بخوانند!,فردا دوشنبه (یازدهم تیر ماه) چهاردهمین جلسه حراج سکه طلا برگزار شود.,1403/04/10
جلیلی یعنی دلار ۶۳۰ هزار تومانی تا ۵ سال دیگر!,کارشناس ارز گفت: ما همین الان ۵۰ درصد تورم داریم که به مرور بازار ارز را به سمت بالا می‌برد. تندروها روند افزایش نرخ ارز با ۵۰ درصد تورم تشدید می‌کنند.,1403/04/10
امروز سکه چند؟,قیمت هر قطعه سکه طرح جدید امروز (یکشنبه، ۱۰ تیرماه) در بازار طلای تهران نسبت به قیمت پایانی روز گذشته (شنبه) با ۶۵۰ هزار تومان افزایش به کانال ۴۳ میلیون تومانی رسید.,1403/04/10
آمار فروش شمش طلا اعلام شد,در سی و پنجمین جلسه جراح شمش طلا مرکز مبادله ارز و طلا ایران، از مجموع ۲۴۵ کیلوگرم شمش طلا استاندارد ۲۲۵ کیلوگرم شمش با عیار ۹۹۵ در هزار معامله شد.,1403/04/10
قیمت دلار ۴۶ هزار و ۱۶۷ تومان شد / نرخ ارز امروز ۱۰ تیر ۱۴۰۳,در معاملات امروز مرکز مبادله طلا و ارز ایران، هر اسکناس دلار آمریکا به ۴۶ هزار و ۱۶۷ تومان و حواله دلار نیز به‌نرخ ۴۳ هزار و ۱۰۶ تومان رسید.,1403/04/10
چهاردهمین حراج سکه طلا فردا برگزار می‌شود,چهاردهمین جلسه حراج سکه طلا روز دوشنبه مورخ ۱۱ تیرماه ماه ۱۴۰۳، از طریق سامانه معاملات مرکز مبادله ارز و طلا به آدرس اینترنتی market.ice.ir برگزار می‌شود.,1403/04/10
پیش‌بینی مهم از قیمت سکه / خریداران بخوانند,معامله گران از تداوم رفت و برگشت قیمت سکه در جریان معاملات بازار می‌گویند و معتقدند مرزهای مقاومتی همچنان درباره روند قیمت‌ها مهم و اثرگذار هستند.,1403/04/10
حراج شمش طلا چه ساعتی برگزار می‌شود؟ + جزییات,سی و پنجمین جلسه حراج شمش طلای مرکز مبادله ایران، امروز یکشنبه دهم تیر ماه ۱۴۰۳ برگزار می‌شود.,1403/04/10
قیمت یورو امروز ۱۰ تیر ۱۴۰۳ در بازار,قیمت امروز یورو، برای اطلاع از آخرین اخبار مربوط به قیمت یورو وارد سایت اقتصادآنلاین شوید.,1403/04/10
قیمت طلا ثابت ماند / هر اونس طلا چند؟,"امروز قیمت طلا در بازار جهانی ثبات را در پیش گرفته است و بدون تغییر نسبت به روز گذشته، به ۲,۳۲۱ (دو هزار و سیصد و بیست و یک ) دلار رسید.",1403/04/10
قیمت دلار در کانال ۶۱ هزار تومانی می‌ماند؟,شاخص‌های ارزی به اعلام نتایج دور نخست انتخابات ریاست‌جمهوری واکنشی نشان نداد. در هفته‌های اخیر برخی از کارشناسان ۲ سناریوی مختلف را در صورت پیروزی هر یک از جبهه‌های حاضر در انتخابات ارائه می‌کردند که به نظر این افراد وضعیت دوگانه مذکور با توجه به نتیجه دور نخست انتخابات همچنان ادامه دارد.,1403/04/10
افزایش ناگهانی قیمت طلا در یک روز / قیمت طلای گرمی ۱۸۳ هزار گران شد,آخرین قیمت ها از بازار طلا (مثقال ۱۸ عیار، طلا گرم ۱۸ عیار) را در این گزارش بخوانید. قیمت مثقال طلا ۱۸۳ هزارتومان افزایش پیدا کرد.,1403/04/09
چرا فروش طلای دست دوم ممنوع اعلام شد؟,فروش طلای دست‌دوم از اواخر هفته گذشته در حالی ممنوع شد که به گفته نایب رئیس کمیسیون تخصصی طلا و جواهر اتاق اصناف ایران، طلاهای دست‌دوم فاقد استاندارد و عیار مشخص بوده و خریداران را با زیان جدی مواجه می‌کند.,1403/04/09
از طلای جهانی چه خبر؟,قیمت جهانی طلا در روز جمعه (۲۸ ژوئن) و پیش از تعطیلی بازار کاهش یافت اما به سمت سومین افزایش سه ماهه متوالی خود پیش رفت، در حالی که سرمایه‌گذاران به داده‌های تورم ایالات‌متحده تمرکز داشتند که می‌تواند موضع فدرال رزرو در مورد کاهش نرخ بهره را روشن کند.,1403/04/09
کاهش قیمت سکه,قیمت هر قطعه سکه طرح جدید امروز (شنبه، نهم تیرماه) در بازار طلای تهران نسبت به قیمت پایانی روز کاری گذشته (پنجشنبه) با ۲۰۰ هزار تومان کاهش به ۴۲ میلیون و ۴۵۰ هزار تومان رسید.,1403/04/09
حراج بعدی سکه کی برگزار می شود؟,چهاردهمین جلسه حراج سکه طلا در روز دوشنبه مورخ ۱۱ تیرماه ماه ۱۴۰۳، برگزار خواهد شد. دارایی موضوع این حراج، تمام سکه، نیم سکه و ربع سکه بهار آزادی ضرب سال ۱۳۸۶ بانک مرکزی و بدون بسته بندی است.,1403/04/09
پیش‌بینی رئیس اتحادیه طلا درباره قیمت سکه و طلا/ وقت خرید است؟,رییس اتحادیه طلا و جواهر تهران، گفت: نوسان یک تا ۲ درصدی را در بازار طلا برای هفته جاری، پیش بینی می‌کنیم.,1403/04/09
قیمت دلار ۴۶ هزار و ۷۱ تومان شد / نرخ ارز امروز ۹ تیر ۱۴۰۳,در معاملات امروز مرکز مبادله طلا و ارز ایران، هر اسکناس دلار آمریکا به ۴۶ هزار تومان و حواله دلار نیز به‌نرخ ۴۳ هزار و ۱۷ تومان رسید.,1403/04/09
خبر مهم از حراج شمش طلا / خریداران بخوانند,سی و پنجمین جلسه حراج شمش طلای مرکز مبادله ایران، روز یکشنبه دهم تیر ماه ۱۴۰۳ برگزار خواهد شد.,1403/04/09
قیمت یورو امروز ۹ تیر ۱۴۰۳ در بازار,قیمت امروز یورو، برای اطلاع از آخرین اخبار مربوط به قیمت یورو وارد سایت اقتصادآنلاین شوید.,1403/04/09
قیمت طلا در اولین روز هفته کاهشی شد,قیمت هر اونس طلا امروز با ۰.۰۴ درصد کاهش به ۲۳۲۶ دلار و ۷۵ سنت رسید.,1403/04/09
قیمت طلا دوباره گران شد / قیمت هرگرم طلا ۱۸ عیار امروز چند؟,آخرین قیمت ها از بازار طلا (مثقال ۱۸ عیار، طلا گرم ۱۸ عیار) را در این گزارش بخوانید.,1403/04/08
پیش بینی قیمت طلا ۹ تیر / انتخابات طلا را گران می‌کند یا ارزان؟,پیش بینی وضعیت و بازار طلا برای مشاهده جدیدترین پیش بینی‌های قیمت طلا در روزهای آینده وارد سایت اقتصاد آنلاین شوید.,1403/04/08
حباب سکه چقدر شد؟,رئیس اتحادیه طلا و جواهر تهران با اشاره به اینکه حباب سکه یک میلیون و ۲۰۰ هزار تومان است گفت: روند نوسان انس طلای جهانی، شرایط عادی و بدون التهابی در بازار طلای داخلی را هفته گذشته را شاهد بودیم.,1403/04/08
سکه بخریم یا نخریم؟ / قیمت طلا ثابت می‌ماند؟,به گفته نایب رئیس سابق اتحادیه طلا و جواهر تهران، علیرغم کاهش قیمت‌ طلا در بازارهای جهانی، بازار سکه و طلا در داخل، روندی صعودی طی کرده است.,1403/04/08
قیمت طلا صعودی شد,"امروز قیمت طلا روند افزایشی را در پیش گرفته است و ارزش هر اونس به ۲,۳۲۰ (دو هزار و سیصد و بیست ) دلار رسید که نسبت به روز قبل ، افزایش ۰.۸۶ درصدی داشته است.",1403/04/08
بهترین جایگزین طلای دست دوم برای سرمایه‌گذاری چیست؟,رئیس کمیسیون طلا و جواهر اتاق اصناف ایران اعلام کرد از این پس فروش طلای دست‌دوم به صورت رسمی ممنوع شد. حالا به جای طلای دست دوم چه چیزی می‌توان خرید؟,1403/04/07
ترامپ، قیمت ارز در بازار تهران را کاهش داد!,در روزهای اخیر بازنشر یک ویدئوی قدیمی از رئیس‌جمهور پیشین آمریکا سبب شد تا یک شوک کاهشی به نرخ ارز وارد شود.,1403/04/07
قیمت طلا و سکه در بازار مشخص شد,قیمت طلا و سکه پس از بازگشایی بازارها در روز چهارشنبه روند متوازنی نداشت.,1403/04/07
ضرب‌الاجل به طلافروشان/ این طلافروشان اجازه فروش طلای دست‌دوم ندارند,در پی اعلام اتاق اصناف ایران مبنی بر ممنوعیت فروش طلای دست دوم به صورت رسمی از طریق واحدهای طلافروشی، رئیس اتحادیه طلا و جواهر تهران ضمن تاکید بر اینکه این اقدام که در راستای جلوگیری از آسیب به چرخه‌ تولید صنعت طلا، تصویب شده است، اعلام کرد که واحدهایی که در حوزه‌ فروش طلای دستِ دوم دارای مجوز بوده و فعالیت می‌کردند، رسته‌ فعالیت خود را در سامانه نوین اصناف تغییر دهند.,1403/04/06
سکه ثابت ماند,قیمت هر قطعه سکه طرح جدید امروز (چهارشنبه، ۶ تیر ماه) در بازار طلای تهران نسبت به روز کاری گذشته (دوشنبه چهارم تیرماه ) با ۲۵۰ هزار تومان کاهش به ۴۱ میلیون و ۶۰۰ هزار تومان رسید.,1403/04/06
قیمت یورو امروز ۶ تیر ۱۴۰۳ در بازار,قیمت امروز یورو، برای اطلاع از آخرین اخبار مربوط به قیمت یورو وارد سایت اقتصادآنلاین شوید.,1403/04/06
قیمت دلار ۴۶ هزار تومان شد / نرخ ارز امروز ۶ تیر ۱۴۰۳,در معاملات امروز مرکز مبادله طلا و ارز ایران، هر اسکناس دلار آمریکا به ۴۶ هزار تومان و حواله دلار نیز به‌نرخ ۴۲ هزار و ۹۵۲ تومان رسید.,1403/04/06
تحلیل اونس جهانی و مسیر پیش روی طلا / گزارش شورای جهانی طلا از بانک‌های مرکزی چه می‌گوید؟,در این گزارش تحلیلی به بررسی اخبار موثر و پیش‌بینی روند طلا بر اساس شمارش امواج پرداخته شده است.,1403/04/06
قیمت طلا ریخت / اونس طلا چند شد؟,قیمت هر اونس طلا امروز با ۰.۱۱ درصد کاهش به ۲۳۱۷ دلار و ۱۳ سنت رسید.,1403/04/06
طلا و سکه دوباره گران شد / افزایش ۴۴۰ هزارتومانی قیمت هرگرم طلا,آخرین قیمت ها از بازار طلا (مثقال ۱۸ عیار، طلا گرم ۱۸ عیار) را در این گزارش بخوانید.,1403/04/05
جایگزین طلای دست دوم چیست؟,رئیس کمیسیون طلا و جواهر اتاق اصناف ایران اعلام کرد از این پس فروش طلای دست‌دوم به صورت رسمی ممنوع شد. حالا به جای طلای دست دوم چه چیزی می‌توان خرید؟,1403/04/05
طلای جهانی چند؟,قیمت هر اونس طلا امروز با ۰.۴۹ درصد کاهش به ۲۳۲۳ دلار و ۱۸ سنت رسید.,1403/04/05
قیمت سکه و ارز امروز,قیمت طلا، سکه و ارز طی ۲۴ ساعت گذشته در بازار تهران در مسیر صعودی حرکت کرد.,1403/04/05
افزایش تاریخی قیمت طلا / قیمت هرگرم طلا ۴۳۰ هزارتومان گران شد,آخرین قیمت ها از بازار طلا (مثقال ۱۸ عیار، طلا گرم ۱۸ عیار) را در این گزارش بخوانید. قیمت هرگرم مثقال طلا ۴۳۰ هزارتومان گران شده است.,1403/04/04
فروش طلای دست دوم به‌صورت رسمی ممنوع شد,رئیس کمیسیون تخصصی اتاق اصناف ایران از حذف کد آیسیک فروش طلای مستعمل از سامانه نوین اصناف و ممنوعیت فروش آن در طلافروشی‌ها خبر داد و گفت: اتحادیه‌ها پس از اطلاع‌رسانی و دادن اخطارهای لازم، می‌توانند نسب به اعمال قانون نسبت به واحدهای متخلف اقدام کنند.,1403/04/04
آیا به سایت و اپلیکیشن طلای میلی، می‌توان اعتماد کرد؟,طبق اعلام نایب رییس اتحادیه طلا و جواهر، طلای آب شده (Molten Gold) شامل هزینه مالیات و اجرت ساخت نمی‌شود؛ در نتیجه طلای آب شده با توجه به نقدشوندگی بالا و نداشتن هزینه‌های اضافی، به یکی از امن‌ترین و مطمئن‌ترین روش‌های سرمایه‌گذاری تبدیل شده است. البته این قضیه تا زمانی پایدار است که برای خرید آن مرجع معتبر و مطمئنی را انتخاب کنید. طی چند روز اخیر، در پی شک و شبهه‌ای که در زمینه اعتماد به پلتفرم‌های آنلاین طلا فروشی به‌وجود آمد، بررسی صحت عملکرد این پلتفرم‌ها پررنگ‌تر از قبل شد. یکی از پلتفرم‌های فعال و شناخته شده در بازار طلای آب شده، سامانه امن میلی است. اینکه آیا می‌توانیم به وب‌سایت و اپلیکیشن میلی اعتماد کنیم یا خیر، موضوعی است که در ادامه به بررسی آن پرداختیم.,1403/04/04
افزایش جزئی قیمت سکه,قیمت هر قطعه سکه طرح جدید امروز (دوشنبه، چهارم تیر ماه) در بازار طلای تهران نسبت به روز گذشته یک میلیون و ۲۰۰ هزار تومان افزایش داشت و به ۴۱ میلیون و ۸۵۰ هزار تومان رسید.,1403/04/04
فوری/ فروش طلای دست دوم ممنوع شد,رئیس کمیسیون تخصصی اتاق اصناف ایران از حذف کد آیسیک فروش طلای مستعمل از سامانه نوین اصناف و ممنوعیت فروش آن در طلافروشی‌ها خبر داد.,1403/04/04
قیمت دلار ۴۶ هزار و ۱۹ تومان شد / نرخ ارز امروز ۴ تیر ۱۴۰۳,در معاملات امروز مرکز مبادله طلا و ارز ایران، هر اسکناس دلار آمریکا به ۴۶ هزار و ۱۹ تومان و حواله دلار نیز به‌نرخ ۴۲ هزار و ۹۵۳ تومان رسید.,1403/04/04
عاملی که دوباره طلا را گران کرد,قیمت جهانی طلا امروز دوشنبه (۲۴ ژوئن) با کاهش بازدهی خزانه‌داری افزایش یافت، در حالی که سرمایه‌گذاران منتظر اطلاعات اقتصادی و نظرات مقامات فدرال رزرو برای شفافیت جدول زمانی بانک مرکزی ایالات‌متحده در مورد کاهش نرخ بهره هستند.,1403/04/04
هر شمش طلا در حراج چند؟ + جزییات,از مجموع ۲۱۵ کیلوگرم شمش طلای عرضه شده در حراج های عمده و خرد تالار معاملات طلای این مرکز، ۱۷۶ کیلوگرم با میانگین قیمت چهار میلیارد و ۴۶۹ میلیون تومان به ازای هر شمش طلای استاندارد معامله شد.,1403/04/04
قیمت یورو امروز ۴ تیر ۱۴۰۳ در بازار,قیمت امروز یورو، برای اطلاع از آخرین اخبار مربوط به قیمت یورو وارد سایت اقتصادآنلاین شوید.,1403/04/04
تا امروز چقدر شمش طلا معامله شده است؟,در حراج سی و چهارم مرکز مبادله ارز و طلا ۱۷۶ کیلوگرم شمش طلا استاندارد خریداری شد و در مجموع تا امروز و طی ۳۴ جلسه حراج مرکز مبادله ۵.۵ تن طلا معامله و خریداری شده است.,1403/04/03
قیمت سکه چقدر است؟,هر قطعه سکه طرح جدید امروز (یکشنبه، ۳ تیر ماه) با افزایش ۷۰۰ هزار تومانی نسبت به روز کاری گذشته، ۴۰ میلیون و ۸۰۳ تومان معامله شد.,1403/04/03
سرمایه‌گذاری در صندوق‌های طلا؛ کم‌ریسک اما پربازده,دارایی طلا در مواجهه با سیاست‌های پولی یا ناپایداری‌های سیاسی ارزش خود را از دست نمی‌دهد و می‌تواند دارایی افراد را در برابر نوسانات ارزی محافظت کند. این موضوع، صندوق‌های طلا را به یکی از گزینه‌های جذاب برای سرمایه‌گذاری تبدیل کرده است.,1403/04/03
قیمت دلار ۴۶ هزار و ۱ تومان شد / نرخ ارز امروز ۳ تیر ۱۴۰۳,در معاملات امروز مرکز مبادله طلا و ارز ایران، هر اسکناس دلار آمریکا به ۴۶ هزار و ۱۹ تومان و حواله دلار نیز به‌نرخ ۴۲ هزار و ۹۵۲ تومان رسید.,1403/04/03
قیمت یورو امروز ۳ تیر ۱۴۰۳ در بازار,قیمت امروز یورو، برای اطلاع از آخرین اخبار مربوط به قیمت یورو وارد سایت اقتصادآنلاین شوید.,1403/04/03
قیمت طلا ثابت ماند,"امروز قیمت طلا در جریان معاملات بازار ثبات را تجربه کرده است و ارزش هر اونس به ۲,۳۲۱ (دو هزار و سیصد و بیست و یک ) دلار رسید.",1403/04/03
سکه گران شد,قیمت هر قطعه سکه طرح جدید امروز (شنبه، ۲ تیر ماه) در بازار طلای تهران نسبت به روز کاری گذشته (پنجشنبه، ۳۱ خرداد) ۲۵۰ هزار افزایش یافت، اما قیمت هر گرم طلای ۱۸ عیار افت داشت.,1403/04/02
قیمت دلار ۴۶ هزار و ۱۹ تومان شد / نرخ ارز امروز ۲ تیر ۱۴۰۳,در معاملات امروز مرکز مبادله طلا و ارز ایران، هر اسکناس دلار آمریکا به ۴۶ هزار و ۱۹ تومان و حواله دلار نیز به‌نرخ ۴۲ هزار و ۹۵۲ تومان رسید.,1403/04/02
تاریخ جدید حراج سکه طلا + شرایط,سی و چهارمین جلسه حراج شمش طلای مرکز مبادله ایران، روز یک شنبه سوم تیر ماه ۱۴۰۳ برگزار خواهد شد.,1403/04/02
قیمت طلا ریزش کرد,"امروز قیمت طلا در جریان معاملات بازار روند نزولی را تجربه کرده است و ارزش هر اونس به ۲,۳۲۱ (دو هزار و سیصد و بیست و یک ) دلار رسید که نسبت به روز قبل ، کاهش ۱.۷۶ درصدی داشته است.",1403/04/02
قیمت یورو امروز ۲ تیر ۱۴۰۳ در بازار,قیمت امروز یورو، برای اطلاع از آخرین اخبار مربوط به قیمت یورو وارد سایت اقتصادآنلاین شوید.,1403/04/02
افزایش ناگهانی قیمت طلا و سکه / مثقال طلا ۱۴۰ هزارتومان گران شد.,آخرین قیمت ها از بازار طلا (مثقال ۱۸ عیار، طلا گرم ۱۸ عیار) را در این گزارش بخوانید. بر اساس نمودار تغییرات، قیمت هرگرم مثقال طلا ۱۴۰ هزارتومان گران شده است.,1403/04/01
خریداران طلای آب شده بخوانند,طلای آب شده باید از یک مکان مطمئن و دارای مشخصات فاکتور و کد انگ خریداری شود. این توصیه محمد کشتی‌آرای، رئیس پیشین اتحادیه طلا و جواهر تهران به مردم موقع خرید طلای آب شده است,1403/04/01
سکه ۵۰ هزار تومان بالا رفت / در بازار طلا و سکه چه گذشت؟,رئیس اتحادیه طلا و جواهر تهران ضمن اشاره به نوسانات در بازار سکه و طلا در هفته اخیر و حاکم بودن آرامش بر بازار داخل، گفت: علیرغم افزایش ۳۱ دلاری هر اونس طلا در بازارهای جهانی، سکه نوسان جزئی افزایش قیمت داشت و حتی قطعات کوچک‌تر سکه با کاهش قیمت همراه شدند؛ اما طلا با توجه به صعود قیمت‌های جهانی مسیری متفاوت از قطعات کوچک سکه داشت و با افزایش قیمت روبرو شد.,1403/04/01
قیمت طلا بالا رفت / هر اونس طلا چند؟,قیمت هر اونس طلا امروز با ۰.۰۹ درصد افزایش به ۲۳۶۲ دلار و ۲۵ سنت رسید.,1403/04/01
نوسان سکه در کانال ۴۰ میلیون‌ تومانی / نیم‌ سکه گران شد,نیم‌ سکه امروز با ۱۰۰ هزار تومان افزایش، ۲۲ میلیون و ۶۰۰ هزار تومان و ربع‌سکه با ۵۰ هزار تومان کاهش، ۱۴ میلیون و ۶۰۰ هزار تومان دادوستد شد.,1403/03/31
قیمت سکه امروز چقدر شد؟,قیمت هر قطعه سکه طرح جدید امروز (چهارشنبه، ۳۰ خرداد) در بازار طلای تهران به ۳۹ میلیون و ۷۸۰ هزار تومان رسید.,1403/03/30
قیمت دلار ۴۵ هزار و ۸۴۹ تومان شد / نرخ ارز امروز ۳۰ خرداد ۱۴۰۳,در معاملات امروز مرکز مبادله طلا و ارز ایران، هر اسکناس دلار آمریکا به ۴۵ هزار و ۸۴۹ تومان و حواله دلار نیز به‌نرخ ۴۲ هزار و ۸۰۹ تومان رسید.,1403/03/30
قیمت یورو امروز ۳۰ خرداد ۱۴۰۳ در بازار,قیمت امروز یورو، برای اطلاع از آخرین اخبار مربوط به قیمت یورو وارد سایت اقتصادآنلاین شوید.,1403/03/30
قیمت طلا چند هزار دلاری شد؟,قیمت هر اونس طلا امروز با ۰.۰۵ درصد افزایش، ۲۳۳۰ دلار و ۶۷ سنت معامله می‌شود.,1403/03/30
سیگنال فدرال رزرو طلا را نزولی کرد,جرمی پاول، رئیس فدرال رزرو، کاهش نرخ بهره در سال ۲۰۲۴ را محدود اعلام کرد. این خبر منجر به افت طلای جهانی شد که با قیمت ۲۳۲۰ دلار معامله می‌شود.,1403/03/30
طلا گران شد / قیمت هرگرم طلا ۱۰۶ هزارتومان افزایش پیدا کرد,آخرین قیمت ها از بازار طلا (مثقال ۱۸ عیار، طلا گرم ۱۸ عیار) را در این گزارش بخوانید.,1403/03/29
چند کیلو شمش طلا امروز فروش رفت؟,در سی و سومین جلسه حراج شمش طلا که ۲۹ خرداد ماه ۱۴۰۳ در مرکز مبادله ایران برگزار شد، ۲۴۴ کیلوگرم شمش طلای استاندارد با عیار ۹۹۵ در هزار معامله شد.,1403/03/29
امروز سکه ارزان شد,قیمت هر قطعه سکه طرح جدید امروز (سه‌شنبه، ۲۹ خردادماه) با کاهش ۱۳۰ هزار تومانی نسبت به روز گذشته، ۳۹ میلیون و ۹۷۰ هزار تومان دادوستد شد.,1403/03/29
قیمت دلار ۴۵ هزار و ۸۴۹ تومان شد / نرخ ارز امروز ۲۹ خرداد ۱۴۰۳,در معاملات امروز مرکز مبادله طلا و ارز ایران، هر اسکناس دلار آمریکا به ۴۵ هزار و ۸۴۹ تومان و حواله دلار نیز به‌نرخ ۴۲ هزار و ۸۰۹ تومان رسید.,1403/03/29
قیمت یورو امروز ۲۹ خرداد ۱۴۰۳ در بازار,قیمت امروز یورو، برای اطلاع از آخرین اخبار مربوط به قیمت یورو وارد سایت اقتصادآنلاین شوید.,1403/03/29
قیمت طلا بالا رفت,قیمت هر اونس طلا امروز با ۰.۲۲ درصد افزایش به ۲۳۲۴ دلار و ۱۴ سنت رسید.,1403/03/29
پیش‌بینی مهم از بازار ارز؛ قیمت دلار به کدام سو می‌رود؟,قیمت دلار در نخستین روز از آخرین هفته خرداد در حالی روند رنج گرفته است که معامله‌گران، روند تقاضا را در ابتدای روز کاهشی و در انتهای کار بازار ارز، افزایشی عنوان کردند.,1403/03/27
پیش بینی قیمت طلا ۲۷ خرداد / سکه ۳۹ میلیونی می‌شود؟,پیش بینی وضعیت و بازار طلا برای مشاهده جدیدترین پیش بینی‌های قیمت طلا در روزهای آینده وارد سایت اقتصاد آنلاین شوید.,1403/03/26
امروز سکه چقدر شد؟,قیمت هر قطعه سکه طرح جدید امروز (شنبه ۲۶ خرداد) در بازار طلای تهران با بدون تغییر نسبت به روز کاری گذشته (پنجشنبه ۲۴ خرداد) ۴۰ میلیون و ۱۵۰ هزار تومان معامله شد.,1403/03/26
قیمت دلار ۴۵ هزار و ۶۷۹ تومان شد / نرخ ارز امروز ۲۶ خرداد ۱۴۰۳,در معاملات امروز مرکز مبادله طلا و ارز ایران، هر اسکناس دلار آمریکا به ۴۵ هزار و ۶۷۹ تومان و حواله دلار نیز به‌نرخ ۴۲ هزار و ۶۵۰ تومان رسید.,1403/03/26
