Title,Summary,Date
پیش‌بینی مهم رییس کل بانک مرکزی برای اقتصاد ایران / تورم چقدر می‌شود؟,رئیس کل بانک مرکزی گفت: پیش‌بینی‌پذیر شدن اقتصاد، شرط هدایت نقدینگی مردم به سمت تولید است.,1403/01/17
خبر مهم از حقوق کارمندان دولت,بخشنامه اجرایی افزایش حقوق بر اساس تصویب‌نامه هیات وزیران امروز پنجشنبه ۱۶ فروردین به تمامی دستگاه‌های اجرایی ابلاغ شد تا برای دومین سال متوالی بدون تاخیر، افزایش حقوق کارکنان دولت در فیش حقوقی فروردین‌ماه منظور شود.,1403/01/17
حقوق بگیران چقدر مالیات دادند؟ + جدول,حقوق بگیران بخش خصوصی و دولتی مجموعا تا پایان بهمن ماه حدود ۶۰ هزار میلیارد تومان مالیات پرداخت کردند.,1403/01/17
املاک و خودروهای لوکس چقدر مالیات دادند؟,بررسی گزارش عملکرد سازمان مالیاتی نشان میدهد تا بهمن ماه ارقام ناچیزی مالیات بابت خودروها و خانه های لوکس وصول شده است.,1403/01/17
جزییات جدید از فروش اعتباری با کارت یارانه,"طرح ""فجرانه"" بزرگ‌ترین و نخستین فروش اعتباری در کشور را رقم زد.",1403/01/17
خاطره تلخ قیمت‌گذاری دستوری در حافظه تاریخی اقتصاد ایران/ عاقبت کشورهایی که الگوی ایران شده‌اند,دیگر به وضوح برای همگان روشن است که کنترل قیمت‌ها در درازمدت، ورود و سرمایه‌گذاری را کاهش می‌دهد؛ چراکه کنترل‌ قیمت‌ها می‌تواند کیفیت را کاهش داده، بازارهای سیاه ایجاد کرده و تحریک کننده سهمیه بندی‌های پرهزینه‌ای باشد؛ همان بلایی که سالها است، اقتصاد ایران را درگیر کرده است.,1403/01/17
مستمری بازنشستگان کارگری افزایش می‌یابد؟,حسن ایزدان خواستار اجرای قانون در افزایش مستمری بازنشستگان شد.,1403/01/17
کاهش ساعت کاری معلمان / حداقل حقوق ۱۰ میلیون تومان شد,رئیس کمیسیون آموزش مجلس گفت: بر اساس قانون، هیچ معلمی با ۳۰ ساعت تدریس در هفته و فعالیت‌های آموزشی تعیین شده نباید کمتر از ۱۰ میلیون تومان دریافتی داشته باشد.,1403/01/16
خبر مهم درباره فیش حقوقی کارمندان دولت,بخشنامه اجرایی افزایش حقوق بر اساس تصویب‌نامه هیات وزیران امروز پنجشنبه ۱۶ فروردین به تمامی دستگاه‌های اجرایی ابلاغ شد تا برای دومین سال متوالی بدون تاخیر، افزایش حقوق کارکنان دولت در فیش حقوقی فروردین‌ماه منظور شود.,1403/01/16
زمان افزایش حقوق بازنشستگان به اردیبهشت موکول شد؟,حسن ایزدان خواستار اجرای قانون در افزایش مستمری بازنشستگان شد.,1403/01/16
ضریب حقوق کارکنان دولت به دستگاه‌های اجرایی ابلاغ شد,سازمان اداری و استخدامی کشور، طی بخشنامه‌ای ضریب حقوق کارکنان دولت در سال ۱۴۰۳ را برای اعمال در احکام کارگزینی کارمندان به دستگاه‌های اجرایی کشور ابلاغ کرد.,1403/01/16
خبر خوش وزارت کار درباره افزایش حقوق کارگران در سال ۱۴۰۳ + جزییات,مدیرکل روابط کار جبران خدمت و بیمه بیکاری وزارت تعاون، کار و رفاه اجتماعی گفت: واحدهای مشمول قانون کار بخش خصوصی می توانند به منظور ایجاد رابطه هرچه بیشتر بین پرداخت مزد و مزایا با بهره وری و ایجاد انگیزه بین کارکنان، علاوه براجرای مصوبه مزد نسبت به افزایش مزد ومزایا در قالب موافقت نامه های کارگاهی و پیمان های دسته جمعی پس از تایید وزارت تعاون کار و رفاه اجتماعی اقدام نمایند.,1403/01/15
فوری/ آغاز مرحله سوم طرح فجرانه از ۱۹ فروردین,طرح فجرانه کالابرگ الکترونیک در حالی در روزهای پایانی مرحله دوم اجرا قرار دارد که از زمان شروع طرح (۱۸ بهمن‌ماه) تا پایان روز ۱۳ فروردین‌ با انجام بیش از ۳۹ میلیون تراکنش موفق، موجب توزیع بیش از ۹۱ میلیون بسته غذایی میان خانوارها شده است.,1403/01/15
فوری؛ زمان افزایش حقوق بازنشستگان مشخص شد,معاون توسعه مدیریت و منابع انسانی سازمان تامین اجتماعی از پرداخت مستمری بازنشستگان تامین اجتماعی در فرودین‌ماه مطابق سال گذشته خبر داد و گفت: حقوق اردیبهشت بر اساس نرخ جدید اعمال می‌شود و مابه‌التفاوت حقوق فروردین در اردیبهشت پرداخت می‌شود.,1403/01/15
سقف حقوق این کارگران ۵۰ میلیون تومان شد,مدیرکل روابط کار جبران خدمت و بیمه بیکاری وزارت کارگفت:سقف پرداخت حقوق در مصوبه شورای عالی کار شامل کارگران بخش خصوصی نمی شود .,1403/01/15
چه کسانی مشمول پرداخت مالیات بر عایدی سرمایه هستند؟,طرح مالیات بر عایدی سرمایه از زمان تصویب در مجلس با کش و قوس‌ هایی روبرو بوده و تا امروز به قانون تبدیل نشده است؛ چراکه باید ایرادات مطرح شده از سوی شورای نگهبان و مجمع تشخیص مصلحت نظام برطرف شود.,1403/01/15
فردا اداره‌ها ساعت ۹ صبح باز می‌شوند,تهران- ایرنا- طبق مصوبه دولت ساعت شروع به کار اداره‌ها در روزهای بعد از شب‌های قدر ساعت ۹ صبح است.,1403/01/15
حقوق کارگران بخش خصوصی سقف ندارد,حقوق کارگران بخش خصوصی سقف ندارد,1403/01/15
افزایش رقم اضافه‌کار معلمان در سال ۱۴۰۳ + جزییات,سخنگوی وزارت آموزش و پرورش گفت: مبلغ حقوق حق التدریس معلمان از مهر ۱۴۰۳ دوبرابر می شود تا معلمان برای برداشتن اضافه تدریس انگیز داشته باشند.,1403/01/14
فوری / زمان واریز یارانه نقدی فروردین ۱۴۰۳ اعلام شد,زمان واریز یارانه فروردین ۱۴۰۳ اعلام شد.,1403/01/14
۳۹ درصد فارغ التحصیلان بیکارند!,در زمستان ۱۴۰۲ سهم جمعیت بیکار فارغ التحصیل آموزش عالی از کل بیکاران ۳۹.۰ درصد بوده است. بررسی تغییرات این شاخص نشان می‌دهد که نسبت به فصل مشابه سال قبل۱.۸درصد افزایش داشته است.,1403/01/14
مالیات جدید در راه است؟,رییس مرکز پژوهش‌های مجلس گفت: با هوشمندسازی و سامانه محوری، می‌توان مودیان جدید شناسایی کرد و از این طریق هم درآمدهای مالیاتی افزایش پیدا می‌کند.,1403/01/14
الزامات تحقق جهش تولید با مشارکت مردم,"با توجه به نقش برجسته اقتصاد در توسعه کشورها، دشمنان جمهوری اسلامی سال هاست که مهمترین راهبرد خود را برای مقابله با جمهوری اسلامی ایران، موضوع اقتصاد قرار داده اند و این امر را می توان به وضوح از وضع تحریم های ظالمانه ای که از ابتدای انقلاب اسلامی تا کنون علیه ایران داشته اند، دریافت کرد. انتخاب شعار سال از سوی مقام معظم رهبری (مدظله العالی) به عنوان هدف گذاری سالیانه برای تعیین جهت فعالیت های کشور به منظور بهره مندی از تمامی ظرفیت ها و امکانات و در راستای بهبود، تعالی و پیشرفت کشور است. شعار سال 1403 به عنوان ""جهش تولید با مشارکت مردم"" در ادامه نامگذاری های اقتصادی سالیان اخیر توسط ایشان، به عنوان یک راهبرد کلان به منظور بهبود وضعیت اقتصادی کشور و فصلی نوین در حوزه حکمرانی اقتصادی در راستای تقویت اقتصاد مردم پایه (اقتصاد مردمی) در کشور است.",1403/01/14
رشد اقتصادی ۱۲.۶درصدی در دولت سیزدهم رقم خورد/ اینکه رشد اقتصادی را به قیمت نفت ربط میدهند، بی اساس است,خاندوزی در نشست سخنگوی اقتصادی دولت با محکوم کردن حمله تروریستی روز گذشته گفت: اقتصاد ایران در پایان دوره دولت قبل با چند عارضه ساختاری دست به گریبان بود که ثمره عوارض ساختاری خود را در افزایش تورم، کاهش شدید قدرت خرید جامعه و پایین بودن نرخ رشد اقتصادی نشان میداد. این ثمرات سبب شد تورم در دهه۹۰ به بالای ۴۵درصد برسد و متاسفانه پایدار باشد و همچنین موجب شده بود در فصول سال شاهد رشدهای اقتصادی بسیار پایین باشیم. ,1403/01/14
جزییات جدید از یارانه تشویقی / حساب سرپرستان خانوار شارژ می‌شود,وزیر تعاون از استقبال ۹۰ درصدی مردم از طرح کالابرگ الکترونیکی خبر داد و گفت: مرحله سوم این طرح از ۱۸ فروردین آغاز خواهد شد.,1403/01/14
جزییات کامل حقوق کارگران / حداکثر حقوق ۵۰ میلیون تومان شد,"مطابق موارد بیان شده در بخشنامه مزد ۱۴۰۳,این مصوبه قابلیت اجرایی از ابتدای سال جاری را دارد و مبنای محاسبه کارگران مشمول قانون کار(اعم از قرارداد دایم یا موقت) می بایست این مصوبه باشد.",1403/01/14
یارانه جدید چه زمانی واریز می شود؟,یارانه دهک‌های یک تا سه ۲۵ هر ماه و یارانه نقدی و معیشتی سایر خانوارهای مشمول سی ام واریز می‌شود.,1403/01/14
فوری / هدیه نقدی ۵۰۰ هزارتومانی برای این افراد واریز شد,هدیه نقدی ۵۰۰ هزارتومانی برای ۲۰۰ هزارنفر واریز شد.,1403/01/13
خرید با کالابرگ چه شرایطی دارد؟,فردی که بیش از ۲ یا ۳ میلیون تومان برای خرید چند قلم خوراکی بپردازد، لابد دارد که آن ۶۰۰ هزار تومان را هم پرداخت کند. این چه مدل یارانه‌ای است که هم اقلامش اجباری است، هم باید خیلی بیشتر از مبلغ آن خرید کنی تا فعال شود؟!,1403/01/13
هشدار مهم به یارانه‌بگیران,وزارت رفاه نسبت به پیامک جعلی کمک هزینه یک میلیون تومانی کالابرگ الکترونیکی هشدار داد و از مردم خواست به هیچ وجه وارد لینک ارسال شده، نشوند.,1403/01/13
رشد نقدینگی ۲۵ درصد شد؟,معاون اقتصادی بانک مرکزی خبر داد، هدف‌گذاری دستیابی به نرخ ۲۵ درصدی رشد نقدینگی که برای سال ۱۴۰۲ انجام شده بود، الحمدالله به میزان قابل توجهی محقق شده است.,1403/01/13
حقوق ۱۴۰۳ فقط ۶۰درصد معیشت کارگران را پوشش می‌دهد,"رییس مجمع نمایندگان کارگران تهران گفت: کارگران بارها گفته اند در صورتی که قیمت ها به گذشته برگردد به دنبال افزایش مزد نیستیم, ولی متاسفانه تورم روزافزون و افسار گسیخته افزایش ها را بی اثر کرده است.",1403/01/13
نحوه استعلام اعتبار یارانه با کد ملی,خانوارهای دهک‌های اول تا هفتم تا ۱۸ فروردین فرصت دارند از اعتبار مرحله دوم طرح فجرانه کالابرگ الکترونیک استفاده کنند.,1403/01/13
شرط پرداخت حق اولاد ۷۱۶ هزار تومانی به کارگران اعلام شد,شرط کارگران برای دریافت حق اولاد ۷۲۰روز بیمه پردازی است و امسال برای اولین بار کارگران متأهل ۵۰۰هزار تومان حق عائله مندی دریافت می کنند.,1403/01/13
شرایط پرداخت حق اولاد و حق تاهل به کارگران + جزییات,شرایط پرداخت حق اولاد و حق تاهل به کارگران اعلام شد.,1403/01/12
خبر مهم برای یارانه بگیران؛ فقط ۶ روز تا دریافت این یارانه باقی مانده است!,مرحله دوم طرح فجرانه که از ۱۷ اسفند آغاز شده بود، ۶ روز دیگر یعنی روز ۱۷ فروردین منقضی می‌شود و یارانه تشویقی ۲۲۰ هزار تومانی مشمولانی که از اعتبار این مرحله استفاده نکرده باشند، منقضی خواهد شد.,1403/01/12
فوری؛ زمان آغاز مرحله سوم طرح فجرانه کالابرگ اعلام شد,مرحله سوم طرح فجرانه کالابرگ الکترونیک از ۱۸ فروردین آغاز می شود.,1403/01/12
همتی: باید تلاش و دعا کرد که شرایط فشار حداکثری تحریم و آثار بحران جهانی کرونا در ۹۸ و ۹۹، تکرار نشود,رییس کل اسبق بانک مرکزی نوشت:باید تلاش و دعا کرد که شرایط فشار حداکثری تحریم و آثار بحران جهانی کرونا در ۹۸ و ۹۹، تکرار نشود. ,1403/01/12
ابطال یک مصوبه سازمان امور مالیاتی در سال ۱۴۰۳,هیات عمئومی دیوان عدالت اداری با صدور رایی ضمن ابطال یک مصوبه سازمان امور مالیاتی اعلام کرد که محدود کردن حق اصلاح اظهارنامه مالیاتی مبنای قانونی ندارد.,1403/01/12
نحوه محاسبه حقوق کارگران متاهل در ۱۴۰۳ + جزییات مهم,شرط پرداخت حق اولاد، ۷۲۰ روز بیمه پردازی است.,1403/01/12
حداقل حقوق کارگران ۱۴۰۳ چقدر است؟/ جزییات دریافتی را ببینید + عکس,در سال ۱۴۰۳ حداقل دریافتی ماهانه کارگان متاهل با یک فرزند ۱۰ میلیون ۸۹۲ هزار تومان است.,1403/01/12
نرخ بیکاری ۱۴۰۲ به ۸.۱ درصد رسید,معاون اشتغال وزارت کار گفت: نرخ بیکاری کل سال ۱۴۰۲ به ۸.۱ درصد رسید که کمترین نرخ بیکاری سالانه در دهه های اخیر است.,1403/01/12
مزایا و معایبِ «اصلاحات قانون بیمه بیکاری»,کارگران بیکار شده باید متوجه و مراقب باشند که از حضور در دوره‌های آموزشیِ پیشنهادیِ سازمان فنی و حرفه‌ای کشور، طفره نروند؛ اگر در این دوره‌ها شرکت نکنند، براساس تفاهم‌نامه جدید، مقرری بیمه بیکاری آن‌ها قطع خواهد شد.,1403/01/12
یارانه این خانوارها قطع شد + دلیل حذف یارانه,حضور فرزندان خانوار بالای ۱۸ سال و شاغل در خانواده سطح درآمد پدر خانواده را به عنوان سرپرست خانوار افزایش می‌دهد. این امر خانوار را در دهک دهم قرار داده و یارانه نقدی ندارد. راه‌حل چیست؟,1403/01/12
چگونه مدارک گم شده را جست‌وجو کنیم؟,یکی از موضوعات مورد توجه شهروندان هنگام مفقود شدن مدارک هویتی و پیش‌از درخواست المثنی، شیوه جست‌وجوی این مدارک است که می‌تواند گاهی قبل از طی کردن فرایند ثبت درخواست صدور المثنی، موجب پیدا شدن مدرک هویتی شود.,1403/01/11
حداقل حقوق ۱۴۰۳ یک کارگر چقدر است؟ + عکس,در سال ۱۴۰۳ حداقل دریافتی ماهانه کارگان متاهل با یک فرزند ۱۰ میلیون ۸۹۲ هزار تومان است.,1403/01/11
خبر مهم برای کارگران / شرط پرداخت حق اولاد اعلام شد,شرط پرداخت حق اولاد، ۷۲۰ روز بیمه پردازی است.,1403/01/11
تاریخ جدید واریز یارانه نقدی فروردین با افزایش ۱۵ درصدی,سازمان هدفمندی یارانه‌ها از افزایش ۱۵ درصدی میزان یارانه خبر داد.,1403/01/11
بی تدبیری روحانی در اعتراضات ۹۸ نشنیدن صدای کارشناسی او بود,یک اقتصاددان نوشت: بی تدبیری روحانی در اعتراضات ۹۸ نشنیدن صدای کارشناسی او بود.,1403/01/11
زمان اجرای افزایش حقوق کارمندان در سال ۱۴۰۳,رییس سازمان برنامه و بودجه امروز خبر داد که آیین‌نامه دستمزد ۱۴۰۳ در هیئت دولت تصویب شد.,1403/01/11
متقاضیان دریافت یارانه بخوانند!,حضور فرزندان خانوار بالای ۱۸ سال و شاغل در خانواده سطح درآمد پدر خانواده را به عنوان سرپرست خانوار افزایش می‌دهد. این امر خانوار را در دهک دهم قرار داده و یارانه نقدی ندارد. راه‌حل چیست؟,1403/01/11
ثبت نام سهام عدالت جاماندگان + جزئیات,طرح آخرین فرصت مجدد ثبت نام سهام عدالت ۱۴۰۳، توسط مجلس، در حال بررسی می باشد و به تصویب نهایی نرسیده است، لذا نمی توان در رابطه با زمان دقیق مهلت ثبت نام سهام عدالت ۱۴۰۳، این سهام اظهار نظر کرد,1403/01/11
خبری مهم برای کارمندان,رییس سازمان برنامه و بودجه امروز خبر داد که آیین‌نامه دستمزد ۱۴۰۳ در هیئت دولت تصویب شد.,1403/01/11
حل مشکلات مالیات بر ارزش افزوده اصناف تا تیر ۱۴۰۳,معاون کسب‌وکار اتاق اصناف ایران گفت: در برنامه است که تا قبل از رسیدن به تیرماه ۱۴۰۳ بتوانیم عمده مشکلات مربوط به مالیات بر ارزش افزوده اصناف را حل کنیم.,1403/01/11
بازخوانی اقتصاد ایران در سالی که گذشت: بازار ارزهای دیجیتال,بازار ارزهای دیجیتال توانسته در یک سال گذشته بازدهی قابل توجهی داشته باشد. به طور خلاصه در این ویدیو بیت کوین را نماگری از وضعیت این بازار در نظر می‌گیریم. بیت کوین در سال 1402 توانسته رشدی 158.2 درصدی داشته باشد. البته باید توجه داشت سرمایه‌گذاری در این بازار ریسک‌های خاص خود را به همراه دارد.,1403/01/10
پیش بینی قیمت ارز برای سال ۱۴۰۳,یک اقتصاددان، قیمت دلار در پایان سال ۱۴۰۳ را پیش‌بینی کرد.,1403/01/10
وزیر کار: قانون نگفته حقوق کارگران عین تورم باشد,وزیر تعاون، کار و رفاه اجتماعی گفت: قانون گفته حقوق کارگران با توجه به تورم باشد نگفته عین تورم باشد، ما تورم‌ را آمدیم به چند بخش تقسیم کردیم؛ یک تورم سال گذشته، دوم تورم نقطه به نقطه و سوم تورمی که برای سال ۱۴۰۳ پیش‌بینی می‌شود. لذا معدل این‌ها را گرفتیم نزدیک ۳۵ درصد شد و عین قانون را برای ۱۴۰۳ اجرا کردیم و مستحضر هستید اساسا قانون این را مشخص کرده است.,1403/01/10
سلاح ورزی: ترقی معکوس کرده‌ایم!,حسین سلاح ورزی، رئیس پیشین اتاق بازرگانی در توییتی نوشت: سال ۱۳۹۶ خورشیدی حجم عملیات لیزینگ در کشور بوده یک میلیارد دلار و سال ۱۴۰۱ رسیده به سیصد میلیون دلار! ترقی معکوس!,1403/01/10
دستمزد کارگران اصلاح می‌شود؟,معاون روابط کار خبر داد، لایحه پیشنهادی اصلاح موادی از قانون کار برای تعیین مزد کارگران به زودی به دولت ارائه می‌شود.,1403/01/10
روایت رئیس سازمان برنامه و بودجه از بودجه ۱۴۰۲,منظور با اشاره به رشد ۵۷ درصدی درآمدهای دولت در سال گذشته گفت: سال ۱۴۰۲ به لحاظ بودجه‌ای و تأمین مالی دستگاه‌های اجرایی به خوبی پشت سر گذاشته شد.,1403/01/10
وضعیت بیکاری در سال ۱۴۰۲ بهتر یا بدتر شد؟,بررسی داده‌های نرخ مشارکت در کنار نرخ بیکاری خبر از بهبود وضعیت بازار کار در سال جاری می‌دهد.,1403/01/10
حقوق کارگران ۱۴۰۳ تامین اجتماعی چقدر افزایش یافته است؟,هر ساله، مسأله حقوق و دستمزد به عنوان یکی از اصولی‌ترین و مهم‌ترین مباحث در جوامع مورد بحث و توجه قرار می‌گیرد. این موضوع که مستقیماً به زندگی و رفاه افراد مرتبط است، همواره برای میلیون‌ها نفر یکی از اولویت‌های اصلی زندگی به شمار می‌آید. هر سال، با نزدیک شدن به سال جدید، افراد به دنبال اطلاعات دقیق و موثقی درباره حقوق و مزایای دستمزد خود می‌گردند. این انتظارات و امیدها، بر مبنای افزایش حقوق و دستمزد و بهبود شرایط اقتصادی فردی و خانوادگی شان استوار است. در ادامه در مورد میزان افزایش حقوق نیروی کار در سال ۱۴۰۳ و مبلغ دقیق هریک از مشاغل و گروه‌های کار صحبت خواهیم کرد.,1403/01/10
مهلت استفاده از یارانه جدید تا چه زمانی است؟,مهلت استفاده از اعتبار مرحله دوم طرح فجرانه کالابرگ الکترونیک تا ۱۸فروردین ادامه دارد.,1403/01/10
علت تورم افزایش مزد کارگران نیست,علی بابایی گفت: علت تورم افزایش مزد کارگران نیست؛ به صراحت می‌گویم اگر می‌خواهیم جهش تولید رخ دهد باید قدرت خرید مردم را افزایش دهیم.,1403/01/09
حراج دولتی این کالا از ۱۴ فروردین آغاز می‌شود,معاون بهره برداری و فروش سازمان جمع آوری و فروش اموال تملیکی گفت: حراج‌های خرده فروشی در سال ۱۴۰۳ به صورت روزانه از شنبه تا سه شنبه هر هفته برگزار خواهد شد.,1403/01/09
خبر مهم از متناسب سازی حقوق بازنشستگان + جزییات,متناسب سازی در سال اول به میزان ۴۰ و در سال‌های دوم و سوم هرکدام ۳۰ درصد مابه‌التفاوت تا ۹۰ درصد یادشده خواهد بود.,1403/01/09
حقوق ۱۴۰۳ کارمندان و بازنشستگان چقدر است؟ + جدول, جدول ضریب حقوق ۱۴۰۳ کارمندان و بازنشستگان دولت منتشر شد.,1403/01/09
فوری؛ سقف حقوق کارمندان ۷۰ میلیون تومان شد,طبق مصوبه دولت سقف خالص پرداخت ماهیانه کارمندان دولت ۷۰ میلیون تومان تعیین شد.,1403/01/09
مدیران دولت چقدر حقوق می گیرند؟,حداکثر حقوق مدیران دولتی ۷۰ میلیون تومان شد.با تصویب‌ افزایش ضریب حقوق سال ۱۴۰۳ کارمندان و بازنشستگان دولت در جلسه هیئت وزیران، حداقل و حداکثر حقوق آن‌ها مشخص شد.,1403/01/09
تورم کدام استان بیشتر است؟,سرعت رشد قیمت‌ها ظرف سال گذشته در آذربایجان غربی، اردبیل و ایلام بیشتر از سایر استان‌ها بوده است,1403/01/09
مالیات ارزش افزوده ۱۰ درصدی رسمی شد,افزایش ۱ درصدی نرخ مالیات بر ارزش افزوده به ۱۰ درصد برای تامین منابع متناسب‌سازی حقوق بازنشستگان به ادارات مالیاتی کشور ابلاغ شد.,1403/01/09
یارانه فروردین ماه چه تغییراتی دارد؟ + زمان واریز,این روزها لایحه بودجه سال آینده به مجلس تقدیم شده است و سهم یارانه‌ها از بودجه ۱۴۰۳ اعلام شد.منابع هدفمند سازی یارانه‌ها در لایحه بودجه سال ۱۴۰۳ از افزایش ۱۵ درصدی میزان یارانه خبر داد.,1403/01/09
کاهش امتیاز ایران در شاخص آزادی پولی و کسب و کارها/ احترام به مالکیت خصوصی کمتر شد,گزارش جدید موسسه هریتیج در مورد آزادی اقتصادی نشان می‌دهد ایران در جایگاه ۱۶۹ در بین ۱۷۶ کشور موجود در این رتبه‌بندی قرار دارد و اگرچه رتبه ایران نسبت به گزارش پیشین تغییری نکرده، با این حال امتیاز ایران در آزادی اقتصادی کاهش یافته و از ۴۲.۲ به ۴۱.۲ رسیده و در عین حال اقتصاد ایران در نماگرهایی مانند آزادی پولی، آزادی کسب و کارها، و احترام به مالکیت خصوصی (رعایت حقوق مالکیت) نسبت به گزارش پیشین با کاهش امتیاز مواجه بوده است.,1403/01/09
زمان واریز پاداش ۱۴۰۱ معلمان بازنشسته لو رفت,سخنگوی وزارت آموزش و پرورش گفت: آخرین بخش پاداش پایان خدمت معلمان بازنشسته ۱۴۰۱ تسویه شد و بابت بازنشستگان ۱۴۰۱ هیچ بدهی‌ای نداریم.,1403/01/09
واریزی جدید برای معلمان در راه است,علاوه بر کارمندان آموزش و پرورش حساب معلمان نیز به زودی شارژ می‌شود.,1403/01/09
نرخ تورم در کدام استان بیشتر است؟,سرعت رشد قیمت‌ها ظرف سال گذشته در آذربایجان غربی، اردبیل و ایلام بیشتر از سایر استان‌ها بوده است.,1403/01/08
فوری / تغییر رقم افزایش حقوق ۱۴۰۳ کارگران جدی شد,حسین حبیبی از امضای چند کارزار اینترنتی از سوی کارگران برای ابطال مصوبه مزدی و استیضاح وزیر کار خبر داد.,1403/01/08
کشف بیش از ۲۹ میلیارد ریال فرار مالیاتی یک شرکت تجاری در کرج,جانشین انتظامی استان البرز از کشف فرار مالیاتی به مبلغ ۲۹۹ میلیارد و ۷۲۸ میلیون ریال در یک شرکت تجاری در کرج توسط پلیس امنیت اقتصادی این فرماندهی خبر داد.,1403/01/08
خبر خوش وزارت کار / بازنشستگان تامین اجتماعی بخوانند,وزیر تعاون، کار و رفاه اجتماعی گفت: طبق آنچه قانون تصویب کرده است در فروردین ماه باید افزایش حقوق بازنشستگان اعمال شود.,1403/01/08
مواجه با نسلی که بی علاقه به اداره امور است,وزیر اقتصادی یادآور شد: ساختارها و نهادسازی‌هایی که در دهه‌های اخیر شکل گرفته باعث شده که عامه مردم کم توجه و بلکه بی تفاوت در موضع دفع قرار بگیرند و در مقابل برای کسانی که بخواهند در عرصه اداره کشور نیز نقش ایفا کنند، دست انداز ایجاد کرده است. امروز ثمره‌اش این شده که با نسل نسبتا وسیعی در جامعه مواجه‌ هستیم که اساسا انگیزه و تمایلی در امر اداره کشور ندارند.,1403/01/08
خبر مهم از افزایش حقوق کارگران در ۱۴۰۳,یک نماینده مجلس شورای اسلامی گفت: ما واقعا از رفتار نمایندگان دولت خصوصا وزیر کار در شورای عالی گله‌مند هستیم و گذاشتیم بعد از اینکه مجلس شروع به کار کرد، بحث را دنبال کنیم و با همفکری یک تصمیمی در خصوص وزیر و تصمیم اتخاذ شده، بگیریم.,1403/01/08
شارژ مالی دانش‌بنیان‌های اقتصاد دیجیتال,مدیرعامل صندوق پژوهش و فناوری فناوری‌های نوظهور دیجیتال از ارائه ۴۰۰ میلیارد تومان انواع خدمات مالی و اعتباری به بیش از ۳۵۰ شرکت دانش‌بنیان و فناور حوزه اقتصاد دیجیتال در سال ۱۴۰۲ خبر داد.,1403/01/08
ابر بدهکاران مالیاتی نقره داغ شدند,رئیس کل سازمان امور مالیاتی کشور گفت: در سال ۱۴۰۲ بیش از ۱۱۰ همت از فراریان مالیاتی وصول کردیم.,1403/01/07
فوری؛ زمان افزایش حقوق بازنشستگان اعلام شد,معاون توسعه مدیریت و منابع انسانی سازمان تامین اجتماعی از اعمال افزایش حقوق بازنشستگان تأمین اجتماعی در اردیبهشت‌ماه سال جاری خبر داد.,1403/01/07
فوری / زمان اعمال افزایش حقوق بازنشستگان در سال ۱۴۰۳ مشخص شد,معاون توسعه مدیریت و منابع انسانی سازمان تامین اجتماعی درباره زمان افزایش حقوق بازنشستگان تأمین اجتماعی در سال جاری توضیح داد.,1403/01/07
تلاش ۲.۵ ساعته بدون مزد زنان شاغل در خانواده/ ایرانی‌ها وقت خود را چگونه می‌گذرانند؟,ایرانی‌ها به طور متوسط حدود ۱۱ ساعت و ۳۴ دقیقه از ۲۴ ساعت یک شبانه روز را صرف رسیدگی و مراقبت از خود می‌کنند که این بیشترین زمانی است که آن‌ها صرف انجام کاری می‌کنند. مردان شاغل حدود ۲ ساعت و ۲۸ دقیقه بیشتر از زنان شاغل زمان خود را صرف اشتغال و فعالیت شغلی می‌کنند. زنان شاغل حدود ۲ ساعت و ۳۳ دقیقه بیشتر از مردان شاغل زمان صرف خدمات خانگی بدون مزد برای اعضای خانوار و خانواده می‌نمایند.,1403/01/07
احتمال تغییر در رقم دستمزد ۱۴۰۳ قوت گرفت؟ / اعلام جزییات,یک مقام کارگری درباره برخی دیدگاه ها که عنوان می کنند اگر گروه کارگری جلسه شورای عالی کار را ترک نمی کرد، دستمزد بیش از ۳۵ درصد تصویب می شد، گفت: گروه کارگری در صورت تمایل و حسن صداقت سایر شرکای اجتماعی برای تشکیل مجدد جلسه شورای عالی کار و متناسب سازی دستمزد با نرخ تورم حدود ۴۵ درصد اعلام آمادگی می کند.,1403/01/06
بازخوانی اقتصاد ایران در سالی که گذشت: تورم تولید کننده,براساس داده‌های مرکز آمار، نرخ تورم نقطه به نقطه تولید کننده از ۴۲.۴ درصد در بهار ۱۴۰۲ به ۴۳.۶ درصد در پاییز ۱۴۰۲ رسیده و حدود ۱.۲ واحد درصد افزایش یافته است. در واقع نرخ تورم تولید کننده افزایشی بوده است.,1403/01/06
شوک بزرگ به دستمزد ۱۴۰۳ کارگران / سرنوشت مصوبه افزایش حقوق چه خواهد شد؟,احسان سهرابی گفت: مصوبه مزدی ۱۴۰۳ به دلیل عدم تطابق با قانون و به خاطر اینکه نمایندگان کارگری آن را امضا نکردند، بایستی در اسرع وقت ابطال شود.,1403/01/06
